# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	15815	17701	-							SAVERM_RS00500	1887		old_locus_tag=SAV_12,SAVERM_12
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	15815	17701	-	WP_010981448.1	WP_010981448.1		pentapeptide repeat-containing protein			SAVERM_RS00500	1887	628	
gene	pseudogene	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	17876	18862	+							SAVERM_RS00505	987		partial;pseudo;old_locus_tag=SAV_13,SAVERM_13
CDS	without_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	17876	18862	+				helicase associated domain-containing protein			SAVERM_RS00505	987		partial;pseudo
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	19154	19522	+							SAVERM_RS42095	369		
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	19154	19522	+	WP_137951134.1	WP_137951134.1		hypothetical protein			SAVERM_RS42095	369	122	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	19608	20279	+							SAVERM_RS00510	672		old_locus_tag=SAV_14,SAVERM_14
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	19608	20279	+	WP_037651949.1	WP_037651949.1		DUF4190 domain-containing protein			SAVERM_RS00510	672	223	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	21562	22080	+							SAVERM_RS00515	519		old_locus_tag=SAV_15,SAVERM_15
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	21562	22080	+	WP_010981451.1	WP_010981451.1		DUF6233 domain-containing protein			SAVERM_RS00515	519	172	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	22513	22770	+							SAVERM_RS00520	258		old_locus_tag=SAV_16,SAVERM_16
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	22513	22770	+	WP_237528684.1	WP_237528684.1		hypothetical protein			SAVERM_RS00520	258	85	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	23118	23327	+							SAVERM_RS00525	210		
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	23118	23327	+	WP_037651950.1	WP_037651950.1		DUF6207 family protein			SAVERM_RS00525	210	69	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	23675	24559	+							SAVERM_RS00530	885		old_locus_tag=SAV_18,SAVERM_18
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	23675	24559	+	WP_010981454.1	WP_010981454.1		IS5 family transposase			SAVERM_RS00530	885	294	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	24570	24890	-							SAVERM_RS00535	321		old_locus_tag=SAV_19,SAVERM_19
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	24570	24890	-	WP_242432213.1	WP_242432213.1		hypothetical protein			SAVERM_RS00535	321	106	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	25035	25169	-							SAVERM_RS45195	135		
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	25035	25169	-	WP_255253770.1	WP_255253770.1		hypothetical protein			SAVERM_RS45195	135	44	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	25166	25690	-							SAVERM_RS00540	525		old_locus_tag=SAV_20,SAVERM_20
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	25166	25690	-	WP_010981456.1	WP_010981456.1		hypothetical protein			SAVERM_RS00540	525	174	
gene	pseudogene	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	25699	30394	-							SAVERM_RS00545	4696		pseudo;old_locus_tag=SAV_21,SAVERM_21
CDS	without_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	25699	30394	-				DUF6531 domain-containing protein			SAVERM_RS00545	4696		pseudo
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	30394	31053	-							SAVERM_RS00550	660		old_locus_tag=SAV_24,SAVERM_24
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	30394	31053	-	WP_037651954.1	WP_037651954.1		hypothetical protein			SAVERM_RS00550	660	219	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	31043	31648	-							SAVERM_RS00555	606		
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	31043	31648	-	WP_078234669.1	WP_078234669.1		hypothetical protein			SAVERM_RS00555	606	201	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	32197	32433	-							SAVERM_RS00560	237		old_locus_tag=SAV_25,SAVERM_25
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	32197	32433	-	WP_042494098.1	WP_042494098.1		MarR family transcriptional regulator			SAVERM_RS00560	237	78	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	32552	33121	-							SAVERM_RS00565	570		old_locus_tag=SAV_26,SAVERM_26
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	32552	33121	-	WP_078234668.1	WP_078234668.1		sigma-70 family RNA polymerase sigma factor			SAVERM_RS00565	570	189	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	33121	33363	-							SAVERM_RS00570	243		old_locus_tag=SAV_27,SAVERM_27
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	33121	33363	-	WP_137951135.1	WP_137951135.1		hypothetical protein			SAVERM_RS00570	243	80	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	33885	35792	+							SAVERM_RS00575	1908		old_locus_tag=SAV_28,SAVERM_28
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	33885	35792	+	WP_255253774.1	WP_255253774.1		Helicase associated domain protein			SAVERM_RS00575	1908	635	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	37315	37656	+							SAVERM_RS00580	342		old_locus_tag=SAV_29,SAVERM_29
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	37315	37656	+	WP_010981465.1	WP_010981465.1		PadR family transcriptional regulator			SAVERM_RS00580	342	113	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	37653	38609	+							SAVERM_RS00585	957		old_locus_tag=SAV_30,SAVERM_30
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	37653	38609	+	WP_010981466.1	WP_010981466.1		hypothetical protein			SAVERM_RS00585	957	318	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	38812	39624	+							SAVERM_RS00590	813		old_locus_tag=SAV_31,SAVERM_31
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	38812	39624	+	WP_042492582.1	WP_042492582.1		phosphatase PAP2 family protein			SAVERM_RS00590	813	270	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	39967	40563	-							SAVERM_RS42540	597		
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	39967	40563	-	WP_154696701.1	WP_154696701.1		hypothetical protein			SAVERM_RS42540	597	198	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	40659	40790	-							SAVERM_RS45200	132		
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	40659	40790	-	WP_255253771.1	WP_255253771.1		hypothetical protein			SAVERM_RS45200	132	43	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	41145	41612	+							SAVERM_RS00600	468		old_locus_tag=SAV_32,SAVERM_32
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	41145	41612	+	WP_037651959.1	WP_037651959.1		hypothetical protein			SAVERM_RS00600	468	155	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	41665	41967	-							SAVERM_RS00605	303		old_locus_tag=SAV_33,SAVERM_33
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	41665	41967	-	WP_010981469.1	WP_010981469.1		hypothetical protein			SAVERM_RS00605	303	100	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	42049	44046	+							SAVERM_RS00610	1998		old_locus_tag=SAV_34,SAVERM_34
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	42049	44046	+	WP_037651961.1	WP_037651961.1		hypothetical protein			SAVERM_RS00610	1998	665	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	44107	44778	-							SAVERM_RS00615	672		old_locus_tag=SAV_35,SAVERM_35
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	44107	44778	-	WP_202497278.1	WP_202497278.1		SMI1/KNR4 family protein			SAVERM_RS00615	672	223	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	45160	45432	-							SAVERM_RS00620	273		old_locus_tag=SAV_36,SAVERM_36
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	45160	45432	-	WP_010981472.1	WP_010981472.1		hypothetical protein			SAVERM_RS00620	273	90	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	45819	47024	-							SAVERM_RS00625	1206		old_locus_tag=SAV_37,SAVERM_37
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	45819	47024	-	WP_242432214.1	WP_242432214.1		beta-propeller fold lactonase family protein			SAVERM_RS00625	1206	401	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	47239	48180	-							SAVERM_RS00630	942		old_locus_tag=SAV_38,SAVERM_38
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	47239	48180	-	WP_010981474.1	WP_010981474.1		alpha/beta hydrolase			SAVERM_RS00630	942	313	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	49256	49456	+							SAVERM_RS00635	201		old_locus_tag=SAV_39,SAVERM_39
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	49256	49456	+	WP_037651965.1	WP_037651965.1		hypothetical protein			SAVERM_RS00635	201	66	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	49694	50212	-							SAVERM_RS00640	519		old_locus_tag=SAV_40,SAVERM_40
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	49694	50212	-	WP_037651967.1	WP_037651967.1		hypothetical protein			SAVERM_RS00640	519	172	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	50521	50853	-							SAVERM_RS00645	333		old_locus_tag=SAV_41,SAVERM_41
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	50521	50853	-	WP_242432215.1	WP_242432215.1		hypothetical protein			SAVERM_RS00645	333	110	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	51280	52623	+							SAVERM_RS00650	1344		old_locus_tag=SAV_42,SAVERM_42
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	51280	52623	+	WP_037651971.1	WP_037651971.1		helix-turn-helix domain-containing protein			SAVERM_RS00650	1344	447	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	53113	53505	+							SAVERM_RS44040	393		old_locus_tag=SAV_43,SAVERM_43
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	53113	53505	+	WP_010981479.1	WP_010981479.1		transposase			SAVERM_RS44040	393	130	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	53769	54281	+							SAVERM_RS44045	513		
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	53769	54281	+	WP_242432217.1	WP_242432217.1		antibiotic biosynthesis monooxygenase			SAVERM_RS44045	513	170	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	54248	55330	+							SAVERM_RS00660	1083		old_locus_tag=SAV_44,SAVERM_44
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	54248	55330	+	WP_037652006.1	WP_037652006.1		glycoside hydrolase family 88 protein			SAVERM_RS00660	1083	360	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	55519	55680	+							SAVERM_RS42545	162		
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	55519	55680	+	WP_154696702.1	WP_154696702.1		hypothetical protein			SAVERM_RS42545	162	53	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	55687	56462	-							SAVERM_RS39070	776		
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	55687	56462	-	WP_169788662.1	WP_169788662.1		IS5 family transposase			SAVERM_RS39070	777	258	ribosomal_slippage
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	56620	57810	+							SAVERM_RS00675	1191		old_locus_tag=SAV_47,SAVERM_47
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	56620	57810	+	WP_010981483.1	WP_010981483.1		RNA-guided endonuclease TnpB family protein			SAVERM_RS00675	1191	396	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	58168	58794	-							SAVERM_RS00680	627		old_locus_tag=SAV_48,SAVERM_48
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	58168	58794	-	WP_037651975.1	WP_037651975.1		hypothetical protein			SAVERM_RS00680	627	208	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	58945	59046	+							SAVERM_RS44050	102		
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	58945	59046	+	WP_242432053.1	WP_242432053.1		hypothetical protein			SAVERM_RS44050	102	33	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	59072	59212	+							SAVERM_RS44055	141		
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	59072	59212	+	WP_202497279.1	WP_202497279.1		hypothetical protein			SAVERM_RS44055	141	46	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	59260	61344	-							SAVERM_RS00690	2085		old_locus_tag=SAV_50,SAVERM_50
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	59260	61344	-	WP_042494110.1	WP_042494110.1		FUSC family protein			SAVERM_RS00690	2085	694	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	61958	62179	+							SAVERM_RS00695	222		
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	61958	62179	+	WP_037651977.1	WP_037651977.1		hypothetical protein			SAVERM_RS00695	222	73	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	62242	62658	-							SAVERM_RS00700	417		old_locus_tag=SAV_51,SAVERM_51
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	62242	62658	-	WP_255253773.1	WP_255253773.1		GNAT family N-acetyltransferase			SAVERM_RS00700	417	138	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	62965	63222	-							SAVERM_RS00705	258		old_locus_tag=SAV_52,SAVERM_52
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	62965	63222	-	WP_042492586.1	WP_042492586.1		hypothetical protein			SAVERM_RS00705	258	85	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	63529	64401	+							SAVERM_RS00710	873		old_locus_tag=SAV_53,SAVERM_53
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	63529	64401	+	WP_010981489.1	WP_010981489.1		helix-turn-helix domain-containing protein			SAVERM_RS00710	873	290	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	64632	65102	-							SAVERM_RS00715	471		old_locus_tag=SAV_55,SAVERM_55
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	64632	65102	-	WP_107082899.1	WP_107082899.1		Ig-like domain-containing protein			SAVERM_RS00715	471	156	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	65536	66591	-							SAVERM_RS00720	1056		old_locus_tag=SAV_57,SAVERM_57
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	65536	66591	-	WP_010981493.1	WP_010981493.1		IPT/TIG domain-containing protein			SAVERM_RS00720	1056	351	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	66803	67546	-							SAVERM_RS00725	744		old_locus_tag=SAV_58,SAVERM_58
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	66803	67546	-	WP_010981494.1	WP_010981494.1		IPT/TIG domain-containing protein			SAVERM_RS00725	744	247	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	69160	69402	+							SAVERM_RS00730	243		old_locus_tag=SAV_59,SAVERM_59
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	69160	69402	+	WP_037651979.1	WP_037651979.1		hypothetical protein			SAVERM_RS00730	243	80	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	70102	70629	-							SAVERM_RS00735	528		old_locus_tag=SAV_60,SAVERM_60
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	70102	70629	-	WP_202497280.1	WP_202497280.1		hypothetical protein			SAVERM_RS00735	528	175	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	70718	71914	-							SAVERM_RS00740	1197		old_locus_tag=SAV_61,SAVERM_61
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	70718	71914	-	WP_107117923.1	WP_107117923.1		RNA-guided endonuclease TnpB family protein			SAVERM_RS00740	1197	398	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	72189	72680	+							SAVERM_RS00745	492		old_locus_tag=SAV_62,SAVERM_62
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	72189	72680	+	WP_010981498.1	WP_010981498.1		DUF2975 domain-containing protein			SAVERM_RS00745	492	163	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	72680	72901	+							SAVERM_RS00750	222		old_locus_tag=SAV_63,SAVERM_63
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	72680	72901	+	WP_010981499.1	WP_010981499.1		helix-turn-helix transcriptional regulator			SAVERM_RS00750	222	73	
gene	pseudogene	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	73002	73400	-							SAVERM_RS39080	399		partial;pseudo
CDS	without_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	73002	73400	-				transposase			SAVERM_RS39080	399		partial;pseudo
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	74098	74520	+							SAVERM_RS00760	423		old_locus_tag=SAV_65,SAVERM_65
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	74098	74520	+	WP_010981501.1	WP_010981501.1		DUF6003 family protein			SAVERM_RS00760	423	140	
gene	pseudogene	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	74558	75085	-							SAVERM_RS39085	528		partial;pseudo;old_locus_tag=SAV_66,SAVERM_66
CDS	without_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	74558	75085	-				transposase			SAVERM_RS39085	528		partial;pseudo
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	75684	76676	+							SAVERM_RS00765	993		old_locus_tag=SAV_67,SAVERM_67
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	75684	76676	+	WP_037651980.1	WP_037651980.1		helix-turn-helix domain-containing protein			SAVERM_RS00765	993	330	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	76964	78430	+							SAVERM_RS00770	1467		old_locus_tag=SAV_68,SAVERM_68
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	76964	78430	+	WP_037651981.1	WP_037651981.1		hypothetical protein			SAVERM_RS00770	1467	488	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	78733	78972	+							SAVERM_RS44065	240		old_locus_tag=SAV_69,SAVERM_69
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	78733	78972	+	WP_010981505.1	WP_010981505.1		hypothetical protein			SAVERM_RS44065	240	79	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	79425	79850	+							SAVERM_RS00780	426		old_locus_tag=SAV_71,SAVERM_71
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	79425	79850	+	WP_010981507.1	WP_010981507.1		SRPBCC family protein			SAVERM_RS00780	426	141	
gene	pseudogene	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	80234	80407	+							SAVERM_RS00785	174		partial;pseudo
CDS	without_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	80234	80407	+				transposase			SAVERM_RS00785	174		partial;pseudo
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	80560	82215	-							SAVERM_RS00790	1656		old_locus_tag=SAV_72,SAVERM_72
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	80560	82215	-	WP_010981508.1	WP_010981508.1		HAMP domain-containing histidine kinase			SAVERM_RS00790	1656	551	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	82208	82954	-							SAVERM_RS00795	747		old_locus_tag=SAV_73,SAVERM_73
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	82208	82954	-	WP_010981509.1	WP_010981509.1		response regulator transcription factor			SAVERM_RS00795	747	248	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	83128	84600	+							SAVERM_RS00800	1473		old_locus_tag=SAV_74,SAVERM_74
CDS	with_protein	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	83128	84600	+	WP_107082910.1	WP_107082910.1		DUF2079 domain-containing protein			SAVERM_RS00800	1473	490	
gene	protein_coding	GCF_000009765.2	Primary Assembly	chromosome		NC_003155.5	85042	85431	+							SAVERM_RS00810	390		old_locus_tag=SAV_75,SAVERM_75
