# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	17578	18900	-					hipA	69471186	GV529_RS00045	1323		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	17578	18900	-	WP_105224335.1	WP_105224335.1		type II toxin-antitoxin system serine/threonine protein kinase toxin HipA	hipA	69471186	GV529_RS00045	1323	440	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	18900	19166	-					hipB	69471187	GV529_RS00050	267		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	18900	19166	-	WP_001516368.1	WP_001516368.1		type II toxin-antitoxin system antitoxin HipB	hipB	69471187	GV529_RS00050	267	88	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	19430	20386	-						69471188	GV529_RS00055	957		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	19430	20386	-	WP_016248691.1	WP_016248691.1		hypothetical protein		69471188	GV529_RS00055	957	318	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	20813	21571	+					tam	69471189	GV529_RS00060	759		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	20813	21571	+	WP_061090837.1	WP_061090837.1		trans-aconitate 2-methyltransferase	tam	69471189	GV529_RS00060	759	252	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	21575	22489	-						69471190	GV529_RS00065	915		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	21575	22489	-	WP_001516366.1	WP_001516366.1		bestrophin family protein		69471190	GV529_RS00065	915	304	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	22815	24266	-					uxaB	69471191	GV529_RS00070	1452		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	22815	24266	-	WP_016248689.1	WP_016248689.1		tagaturonate reductase	uxaB	69471191	GV529_RS00070	1452	483	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	24484	25902	-						69471192	GV529_RS00075	1419		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	24484	25902	-	WP_181237933.1	WP_181237933.1		GGDEF domain-containing protein		69471192	GV529_RS00075	1419	472	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	26041	26400	-						69471193	GV529_RS00080	360		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	26041	26400	-	WP_016248688.1	WP_016248688.1		DUF4186 domain-containing protein		69471193	GV529_RS00080	360	119	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	26400	27326	-					glsB	69471194	GV529_RS00085	927		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	26400	27326	-	WP_000257432.1	WP_000257432.1		glutaminase B	glsB	69471194	GV529_RS00085	927	308	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	27390	28778	-					sad	69471195	GV529_RS00090	1389		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	27390	28778	-	WP_181237934.1	WP_181237934.1		succinate-semialdehyde dehydrogenase	sad	69471195	GV529_RS00090	1389	462	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	28879	29739	+						69471196	GV529_RS00095	861		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	28879	29739	+	WP_016248687.1	WP_016248687.1		LysR family transcriptional regulator		69471196	GV529_RS00095	861	286	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	29909	31099	+					ydeA	69471197	GV529_RS00100	1191		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	29909	31099	+	WP_000210461.1	WP_000210461.1		L-arabinose MFS transporter	ydeA	69471197	GV529_RS00100	1191	396	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	31259	31924	-					marC	69471198	GV529_RS00105	666		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	31259	31924	-	WP_000885037.1	WP_000885037.1		NAAT family transporter MarC	marC	69471198	GV529_RS00105	666	221	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	32136	32570	+					marR	69471199	GV529_RS00110	435		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	32136	32570	+	WP_000843428.1	WP_000843428.1		multiple antibiotic resistance transcriptional regulator MarR	marR	69471199	GV529_RS00110	435	144	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	32591	32974	+					marA	69471200	GV529_RS00115	384		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	32591	32974	+	WP_000091195.1	WP_000091195.1		MDR efflux pump AcrAB transcriptional activator MarA	marA	69471200	GV529_RS00115	384	127	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	33006	33224	+					marB	69471201	GV529_RS00120	219		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	33006	33224	+	WP_000803534.1	WP_000803534.1		multiple antibiotic resistance protein MarB	marB	69471201	GV529_RS00120	219	72	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	33255	34154	-					eamA	69471202	GV529_RS00125	900		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	33255	34154	-	WP_000087186.1	WP_000087186.1		O-acetylserine/cysteine exporter	eamA	69471202	GV529_RS00125	900	299	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	34349	35536	+					ydeE	69471203	GV529_RS00130	1188		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	34349	35536	+	WP_001054142.1	WP_001054142.1		efflux MFS transporter YdeE	ydeE	69471203	GV529_RS00130	1188	395	
gene	pseudogene	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	35593	35760	+						69471204	GV529_RS00135	168		partial;pseudo
CDS	without_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	35593	35760	+				helix-turn-helix domain-containing protein		69471204	GV529_RS00135	168		partial;pseudo
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	35868	35963	+					mgtS	69471205	GV529_RS00140	96		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	35868	35963	+	WP_000901364.1	WP_000901364.1		protein MgtS	mgtS	69471205	GV529_RS00140	96	31	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	35963	36067	+					mgtT	69475542	GV529_RS21990	105		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	35963	36067	+	WP_214678605.1	WP_214678605.1		protein MgtT	mgtT	69475542	GV529_RS21990	105	34	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	36182	37072	-					dgcZ	69471206	GV529_RS00145	891		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	36182	37072	-	WP_105269960.1	WP_105269960.1		diguanylate cyclase DgcZ	dgcZ	69471206	GV529_RS00145	891	296	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	37450	39495	-					dcp	69471207	GV529_RS00150	2046		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	37450	39495	-	WP_000210381.1	WP_000210381.1		peptidyl-dipeptidase Dcp	dcp	69471207	GV529_RS00150	2046	681	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	39625	40371	+					ydfG	69471208	GV529_RS00155	747		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	39625	40371	+	WP_000636576.1	WP_000636576.1		bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG	ydfG	69471208	GV529_RS00155	747	248	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	40460	41146	+						69471209	GV529_RS00160	687		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	40460	41146	+	WP_000215557.1	WP_000215557.1		GntR family transcriptional regulator		69471209	GV529_RS00160	687	228	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	41321	41524	+					ydfZ	69471210	GV529_RS00165	204		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	41321	41524	+	WP_000214710.1	WP_000214710.1		putative selenium delivery protein YdfZ	ydfZ	69471210	GV529_RS00165	204	67	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	41560	43020	-						69471211	GV529_RS00170	1461		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	41560	43020	-	WP_105224330.1	WP_105224330.1		mannitol dehydrogenase family protein		69471211	GV529_RS00170	1461	486	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	43147	44481	-						69471212	GV529_RS00175	1335		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	43147	44481	-	WP_181237935.1	WP_181237935.1		MHS family MFS transporter		69471212	GV529_RS00175	1335	444	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	44541	45755	-					rspA	69471213	GV529_RS00180	1215		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	44541	45755	-	WP_000706280.1	WP_000706280.1		starvation-sensing protein RspA	rspA	69471213	GV529_RS00180	1215	404	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	45971	46297	-						69471214	GV529_RS00185	327		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	45971	46297	-	WP_001516354.1	WP_001516354.1		YnfA family protein		69471214	GV529_RS00185	327	108	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	46432	46773	+						69471215	GV529_RS00190	342		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	46432	46773	+	WP_001027860.1	WP_001027860.1		DUF1283 family protein		69471215	GV529_RS00190	342	113	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	46808	47368	+					speG	69471216	GV529_RS00195	561		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	46808	47368	+	WP_000199502.1	WP_000199502.1		spermidine N1-acetyltransferase	speG	69471216	GV529_RS00195	561	186	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	47371	48081	-						69471217	GV529_RS00200	711		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	47371	48081	-	WP_085947941.1	WP_085947941.1		YnfC family lipoprotein		69471217	GV529_RS00200	711	236	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	48188	48496	+						69471218	GV529_RS00205	309		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	48188	48496	+	WP_000799836.1	WP_000799836.1		DUF1161 domain-containing protein		69471218	GV529_RS00205	309	102	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	48694	51120	+						69471219	GV529_RS00210	2427		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	48694	51120	+	WP_181237936.1	WP_181237936.1		dimethyl sulfoxide reductase subunit A		69471219	GV529_RS00210	2427	808	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	51131	51748	+					dmsB	69471220	GV529_RS00215	618		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	51131	51748	+	WP_038354333.1	WP_038354333.1		dimethylsulfoxide reductase subunit B	dmsB	69471220	GV529_RS00215	618	205	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	51750	52604	+						69471221	GV529_RS00220	855		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	51750	52604	+	WP_038354332.1	WP_038354332.1		dimethyl sulfoxide reductase anchor subunit		69471221	GV529_RS00220	855	284	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	52647	53261	+					dmsD	69471222	GV529_RS00225	615		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	52647	53261	+	WP_000148720.1	WP_000148720.1		Tat proofreading chaperone DmsD	dmsD	69471222	GV529_RS00225	615	204	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	53417	54709	+					clcB	69471223	GV529_RS00230	1293		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	53417	54709	+	WP_071985624.1	WP_071985624.1		voltage-gated ClC-type chloride channel ClcB	clcB	69471223	GV529_RS00230	1293	430	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	54662	55357	-					bioD	69471224	GV529_RS00235	696		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	54662	55357	-	WP_000919218.1	WP_000919218.1		dethiobiotin synthase	bioD	69471224	GV529_RS00235	696	231	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	55483	56703	-					mlc	69471225	GV529_RS00240	1221		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	55483	56703	-	WP_000225254.1	WP_000225254.1		DNA-binding transcriptional repressor Mlc	mlc	69471225	GV529_RS00240	1221	406	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	56841	57731	-						69471226	GV529_RS00245	891		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	56841	57731	-	WP_181237937.1	WP_181237937.1		LysR family transcriptional regulator		69471226	GV529_RS00245	891	296	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	57838	59091	+						69471227	GV529_RS00250	1254		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	57838	59091	+	WP_061090828.1	WP_061090828.1		MFS transporter		69471227	GV529_RS00250	1254	417	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	59513	59818	+					asr	69471228	GV529_RS00255	306		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	59513	59818	+	WP_000756318.1	WP_000756318.1		acid resistance repetitive basic protein Asr	asr	69471228	GV529_RS00255	306	101	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	59911	59994	+						69471229	GV529_RS00260	84		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	59911	59994	+	WP_000233090.1	WP_000233090.1		hypothetical protein		69471229	GV529_RS00260	84	27	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	60094	60915	+						69471230	GV529_RS00265	822		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	60094	60915	+	WP_001260827.1	WP_001260827.1		serine protease		69471230	GV529_RS00265	822	273	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	60954	61283	-					mdtI	69471231	GV529_RS00270	330		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	60954	61283	-	WP_000046672.1	WP_000046672.1		multidrug/spermidine efflux SMR transporter subunit MdtI	mdtI	69471231	GV529_RS00270	330	109	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	61270	61635	-					mdtJ	69471232	GV529_RS00275	366		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	61270	61635	-	WP_038354330.1	WP_038354330.1		multidrug/spermidine efflux SMR transporter subunit MdtJ	mdtJ	69471232	GV529_RS00275	366	121	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	61741	61842	-						69475543	GV529_RS22000	102		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	61741	61842	-	WP_214678604.1	WP_214678604.1		hypothetical protein		69475543	GV529_RS22000	102	33	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	62037	63071	+					tqsA	69471233	GV529_RS00280	1035		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	62037	63071	+	WP_001516351.1	WP_001516351.1		AI-2 transporter TqsA	tqsA	69471233	GV529_RS00280	1035	344	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	63096	64484	-					pntB	69471234	GV529_RS00285	1389		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	63096	64484	-	WP_000014047.1	WP_000014047.1		Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	pntB	69471234	GV529_RS00285	1389	462	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	64495	66027	-					pntA	69471235	GV529_RS00290	1533		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	64495	66027	-	WP_001516350.1	WP_001516350.1		Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	pntA	69471235	GV529_RS00290	1533	510	
gene	pseudogene	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	66447	66553	+						69475564	GV529_RS22115	107		partial;pseudo
CDS	without_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	66447	66553	+				hypothetical protein		69475564	GV529_RS22115	107		partial;pseudo
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	66550	67494	+					ydgH	69471236	GV529_RS00295	945		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	66550	67494	+	WP_001516349.1	WP_001516349.1		DUF1471 family protein YdgH	ydgH	69471236	GV529_RS00295	945	314	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	67679	69061	+						69471237	GV529_RS00300	1383		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	67679	69061	+	WP_000412361.1	WP_000412361.1		amino acid permease		69471237	GV529_RS00300	1383	460	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	69098	69820	+					folM	69471238	GV529_RS00305	723		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	69098	69820	+	WP_000528572.1	WP_000528572.1		dihydromonapterin reductase	folM	69471238	GV529_RS00305	723	240	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	69817	70152	-						69471239	GV529_RS00310	336		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	69817	70152	-	WP_000524883.1	WP_000524883.1		GlpM family protein		69471239	GV529_RS00310	336	111	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	70281	71000	+					rstA	69471240	GV529_RS00315	720		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	70281	71000	+	WP_001092496.1	WP_001092496.1		two-component system response regulator RstA	rstA	69471240	GV529_RS00315	720	239	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	71004	72305	+					rstB	69471241	GV529_RS00320	1302		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	71004	72305	+	WP_181237938.1	WP_181237938.1		two-component system sensor histidine kinase RstB	rstB	69471241	GV529_RS00320	1302	433	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	72380	73309	+					tus	69471242	GV529_RS00325	930		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	72380	73309	+	WP_000135173.1	WP_000135173.1		DNA replication terminus site-binding protein	tus	69471242	GV529_RS00325	930	309	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	73306	74709	-					fumC	69471243	GV529_RS00330	1404		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	73306	74709	-	WP_001516348.1	WP_001516348.1		class II fumarate hydratase	fumC	69471243	GV529_RS00330	1404	467	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	74916	76562	-					fumB	69471244	GV529_RS00335	1647		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	74916	76562	-	WP_001516347.1	WP_001516347.1		class I fumarate hydratase	fumB	69471244	GV529_RS00335	1647	548	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	76761	77936	+					manA	69471245	GV529_RS00340	1176		
CDS	with_protein	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	76761	77936	+	WP_016261997.1	WP_016261997.1		mannose-6-phosphate isomerase	manA	69471245	GV529_RS00340	1176	391	
gene	protein_coding	GCF_902709585.1	Primary Assembly	unplaced scaffold		NZ_CACSXJ020000001.1	78035	79543	+						69471246	GV529_RS00345	1509		
