# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000001.1	6800	7279	-	WP_025297342.1	WP_025297342.1		hypothetical protein			AFI95_RS00035	480	159	
gene	tmRNA	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	394	746	-					ssrA		AFI95_RS33175	353		
tmRNA		GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	394	746	-				transfer-messenger RNA	ssrA		AFI95_RS33175	353		
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	808	1686	-							AFI95_RS00040	879		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00007
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	808	1686	-	WP_003163191.1	WP_003163191.1		hypothetical protein			AFI95_RS00040	879	292	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	1774	2457	+							AFI95_RS00045	684		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00008
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	1774	2457	+	WP_003085795.1	WP_003085795.1		TetR/AcrR family transcriptional regulator			AFI95_RS00045	684	227	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	2566	3507	+							AFI95_RS00050	942		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00009
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	2566	3507	+	WP_003085798.1	WP_003085798.1		alpha/beta hydrolase			AFI95_RS00050	942	313	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	3642	4475	-							AFI95_RS00055	834		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00010
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	3642	4475	-	WP_003109433.1	WP_003109433.1		metal-dependent hydrolase			AFI95_RS00055	834	277	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	4600	5619	+					oruR		AFI95_RS00060	1020		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00011
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	4600	5619	+	WP_003114220.1	WP_003114220.1		ornithine utilization transcriptional regulator OruR	oruR		AFI95_RS00060	1020	339	
gene	pseudogene	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	5721	5783	+							AFI95_RS35355	63		partial;pseudo
CDS	without_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	5721	5783	+				hypothetical protein			AFI95_RS35355	63		partial;pseudo
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	6088	6780	+							AFI95_RS34745	693		
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000002.1	6088	6780	+	WP_124135708.1	WP_124135708.1		hypothetical protein			AFI95_RS34745	693	230	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	1	554	-							AFI95_RS00065	554		partial
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	1	554	-	WP_153605956.1	WP_153605956.1		PAS domain S-box protein			AFI95_RS00065	554	185	partial
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	538	1701	-							AFI95_RS00070	1164		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00014
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	538	1701	-	WP_003088548.1	WP_003088548.1		iron-containing alcohol dehydrogenase			AFI95_RS00070	1164	387	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	1787	3613	-							AFI95_RS00075	1827		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00015
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	1787	3613	-	WP_003121719.1	WP_003121719.1		S9 family peptidase			AFI95_RS00075	1827	608	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	3618	4763	-					pqqE		AFI95_RS00080	1146		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00016
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	3618	4763	-	WP_025297383.1	WP_025297383.1		pyrroloquinoline quinone biosynthesis protein PqqE	pqqE		AFI95_RS00080	1146	381	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	4735	5013	-					pqqD		AFI95_RS00085	279		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00017
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	4735	5013	-	WP_003088542.1	WP_003088542.1		pyrroloquinoline quinone biosynthesis peptide chaperone PqqD	pqqD		AFI95_RS00085	279	92	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	5010	5762	-					pqqC		AFI95_RS00090	753		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00018
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	5010	5762	-	WP_015648673.1	WP_015648673.1		pyrroloquinoline-quinone synthase PqqC	pqqC		AFI95_RS00090	753	250	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	5772	6686	-					pqqB		AFI95_RS00095	915		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00019
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	5772	6686	-	WP_003106464.1	WP_003106464.1		pyrroloquinoline quinone biosynthesis protein PqqB	pqqB		AFI95_RS00095	915	304	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	6739	6810	-					pqqA		AFI95_RS00100	72		
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000003.1	6739	6810	-	WP_003106462.1	WP_003106462.1		pyrroloquinoline quinone precursor peptide PqqA	pqqA		AFI95_RS00100	72	23	
gene	pseudogene	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	1	243	-							AFI95_RS35360	243		partial;pseudo
CDS	without_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	1	243	-				hypothetical protein			AFI95_RS35360	243		partial;pseudo
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	240	827	-							AFI95_RS00105	588		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00021
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	240	827	-	WP_003092304.1	WP_003092304.1		S26 family signal peptidase			AFI95_RS00105	588	195	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	824	1381	-							AFI95_RS00110	558		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00022
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	824	1381	-	WP_023093372.1	WP_023093372.1		DUF2840 domain-containing protein			AFI95_RS00110	558	185	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	1378	1641	-							AFI95_RS00115	264		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00023
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	1378	1641	-	WP_000147048.1	WP_000147048.1		hypothetical protein			AFI95_RS00115	264	87	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	1638	2276	-							AFI95_RS00120	639		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00024
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	1638	2276	-	WP_003092312.1	WP_003092312.1		AAA family ATPase			AFI95_RS00120	639	212	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	2518	3363	-							AFI95_RS00125	846		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00025
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	2518	3363	-	WP_022652188.1	WP_022652188.1		replication initiator protein A			AFI95_RS00125	846	281	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	3390	3674	-							AFI95_RS00130	285		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00026
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	3390	3674	-	WP_001247107.1	WP_001247107.1		helix-turn-helix domain-containing protein			AFI95_RS00130	285	94	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	3786	4556	-							AFI95_RS00135	771		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00027
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	3786	4556	-	WP_003092318.1	WP_003092318.1		DUF2285 domain-containing protein			AFI95_RS00135	771	256	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	4899	5246	-							AFI95_RS00140	348		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00028
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	4899	5246	-	WP_016487838.1	WP_016487838.1		DUF2958 domain-containing protein			AFI95_RS00140	348	115	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	5534	5827	+							AFI95_RS00145	294		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00029
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	5534	5827	+	WP_006379425.1	WP_006379425.1		helix-turn-helix domain-containing protein			AFI95_RS00145	294	97	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	6140	6454	-							AFI95_RS00150	315		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00030
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000004.1	6140	6454	-	WP_001273857.1	WP_001273857.1		DUF736 domain-containing protein			AFI95_RS00150	315	104	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000005.1	1	907	+					yejB		AFI95_RS00155	907		partial;old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00031
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000005.1	1	907	+	WP_047947716.1	WP_047947716.1		microcin C ABC transporter permease YejB	yejB		AFI95_RS00155	907	301	partial
gene	pseudogene	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000005.1	909	1945	+							AFI95_RS00160	1037		pseudo;old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00032
CDS	without_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000005.1	909	1945	+				ABC transporter permease			AFI95_RS00160	1037		pseudo
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000005.1	1947	3557	+							AFI95_RS00165	1611		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00034
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000005.1	1947	3557	+	WP_010792375.1	WP_010792375.1		ABC transporter ATP-binding protein			AFI95_RS00165	1611	536	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000005.1	3703	4884	+							AFI95_RS00170	1182		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00035
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000005.1	3703	4884	+	WP_019485469.1	WP_019485469.1		aminotransferase class V-fold PLP-dependent enzyme			AFI95_RS00170	1182	393	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000005.1	5087	6310	+							AFI95_RS00175	1224		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00036
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000005.1	5087	6310	+	WP_003088736.1	WP_003088736.1		DUF2235 domain-containing protein			AFI95_RS00175	1224	407	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000005.1	6330	6852	-							AFI95_RS00180	523		partial;old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00037
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000005.1	6330	6852	-	WP_079457565.1	WP_079457565.1		copper resistance protein B			AFI95_RS00180	523	173	partial
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	162	791	+							AFI95_RS33200	630		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00038
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	162	791	+	WP_010792096.1	WP_010792096.1		helix-turn-helix transcriptional regulator			AFI95_RS33200	630	209	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	821	1630	+							AFI95_RS00190	810		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00039
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	821	1630	+	WP_003119448.1	WP_003119448.1		hypothetical protein			AFI95_RS00190	810	269	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	1674	1817	+							AFI95_RS35115	144		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00040
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	1674	1817	+	WP_003159615.1	WP_003159615.1		hypothetical protein			AFI95_RS35115	144	47	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	1967	2737	+							AFI95_RS00195	771		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00042
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	1967	2737	+	WP_003158596.1	WP_003158596.1		YaaW family protein			AFI95_RS00195	771	256	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	2730	3683	+							AFI95_RS00200	954		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00043
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	2730	3683	+	WP_025297993.1	WP_025297993.1		hypothetical protein			AFI95_RS00200	954	317	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	3933	4961	+							AFI95_RS00205	1029		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00044
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	3933	4961	+	WP_025297992.1	WP_025297992.1		radical SAM protein			AFI95_RS00205	1029	342	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	4958	5824	+							AFI95_RS00210	867		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00045
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	4958	5824	+	WP_003119453.1	WP_003119453.1		histidinol-phosphatase			AFI95_RS00210	867	288	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	5830	6797	+							AFI95_RS00215	968		partial
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000006.1	5830	6797	+	WP_050376786.1	WP_050376786.1		hypothetical protein			AFI95_RS00215	968	323	partial
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	62	670	-					msrQ		AFI95_RS00220	609		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00046
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	62	670	-	WP_003100143.1	WP_003100143.1		protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	msrQ		AFI95_RS00220	609	202	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	670	1683	-					msrP		AFI95_RS00225	1014		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00047
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	670	1683	-	WP_003100146.1	WP_003100146.1		protein-methionine-sulfoxide reductase catalytic subunit MsrP	msrP		AFI95_RS00225	1014	337	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	1744	2559	-					pssA		AFI95_RS00230	816		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00048
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	1744	2559	-	WP_003095061.1	WP_003095061.1		CDP-diacylglycerol--serine O-phosphatidyltransferase	pssA		AFI95_RS00230	816	271	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	2714	3730	-					ilvC		AFI95_RS00235	1017		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00049
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	2714	3730	-	WP_003095066.1	WP_003095066.1		ketol-acid reductoisomerase	ilvC		AFI95_RS00235	1017	338	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	3773	4264	-					ilvN		AFI95_RS00240	492		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00050
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	3773	4264	-	WP_003095069.1	WP_003095069.1		acetolactate synthase small subunit	ilvN		AFI95_RS00240	492	163	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	4267	5991	-							AFI95_RS00245	1725		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00051
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	4267	5991	-	WP_003095071.1	WP_003095071.1		acetolactate synthase 3 large subunit			AFI95_RS00245	1725	574	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	6280	6552	-							AFI95_RS34750	273		
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	6280	6552	-	WP_152934532.1	WP_152934532.1		hypothetical protein			AFI95_RS34750	273	90	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	6542	6680	+							AFI95_RS00250	139		partial
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000007.1	6542	6680	+	WP_153674439.1	WP_153674439.1		DUF4124 domain-containing protein			AFI95_RS00250	139	46	partial
gene	pseudogene	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	1	73	-							AFI95_RS33205	73		partial;pseudo
CDS	without_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	1	73	-				type VI secretion system tube protein Hcp			AFI95_RS33205	73		partial;pseudo
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	125	316	-							AFI95_RS34755	192		
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	125	316	-	WP_123788632.1	WP_123788632.1		hypothetical protein			AFI95_RS34755	192	63	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	366	1346	-							AFI95_RS00255	981		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00052
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	366	1346	-	WP_003123712.1	WP_003123712.1		magnesium transporter CorA family protein			AFI95_RS00255	981	326	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	1448	1723	+							AFI95_RS00260	276		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00053
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	1448	1723	+	WP_003114340.1	WP_003114340.1		hypothetical protein			AFI95_RS00260	276	91	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	1742	2623	+							AFI95_RS00265	882		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00054
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	1742	2623	+	WP_003123713.1	WP_003123713.1		ABC transporter substrate-binding protein			AFI95_RS00265	882	293	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	2666	2899	+							AFI95_RS00270	234		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00055
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	2666	2899	+	WP_003096418.1	WP_003096418.1		TIGR02647 family protein			AFI95_RS00270	234	77	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	3048	5900	+							AFI95_RS00275	2853		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00056
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	3048	5900	+	WP_015649823.1	WP_015649823.1		class I adenylate cyclase			AFI95_RS00275	2853	950	
gene	protein_coding	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	5941	6628	+							AFI95_RS00280	688		partial
CDS	with_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000008.1	5941	6628	+	WP_050383148.1	WP_050383148.1		hypothetical protein			AFI95_RS00280	688	229	partial
gene	pseudogene	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000009.1	1	6549	+					tpsA1		AFI95_RS00285	6549		partial;pseudo
CDS	without_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000009.1	1	6549	+				two-partner secretion system exoprotein TpsA1	tpsA1		AFI95_RS00285	6549		partial;pseudo
gene	pseudogene	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000010.1	1	372	-							AFI95_RS35365	372		partial;pseudo
CDS	without_protein	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000010.1	1	372	-				hypothetical protein			AFI95_RS35365	372		partial;pseudo
gene	rRNA	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000010.1	525	2060	+							AFI95_RS00290	1536		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00060
rRNA		GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000010.1	525	2060	+				16S ribosomal RNA			AFI95_RS00290	1536		
gene	tRNA	GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000010.1	2125	2201	+							AFI95_RS00295	77		old_locus_tag=PAERUG_E11_London_26_VIM_2_06_13_00061
tRNA		GCF_001181725.1	Primary Assembly	unplaced scaffold		NZ_CVVM01000010.1	2125	2201	+				tRNA-Ile			AFI95_RS00295	77		anticodon=GAT
