# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	14463	14837	-	XP_056085814.1		XM_056231380.1	uncharacterized protein	SKDI01G0050	80922114	SKDI_01G0050	375	124	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	23479	24852	+					SKDI01G0060	80922115	SKDI_01G0060	1374		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	23479	24852	+	XM_056232095.1		XP_056085815.1	uncharacterized protein	SKDI01G0060	80922115	SKDI_01G0060	1374	1374	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	23479	24852	+	XP_056085815.1		XM_056232095.1	uncharacterized protein	SKDI01G0060	80922115	SKDI_01G0060	1374	457	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	25334	26587	+					SKDI01G0070	80922116	SKDI_01G0070	1254		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	25334	26587	+	XM_056232206.1		XP_056085816.1	uncharacterized protein	SKDI01G0070	80922116	SKDI_01G0070	1254	1254	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	25334	26587	+	XP_056085816.1		XM_056232206.1	uncharacterized protein	SKDI01G0070	80922116	SKDI_01G0070	1254	417	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	26995	28143	+					SKDI01G0080	80922117	SKDI_01G0080	1149		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	26995	28143	+	XM_056232317.1		XP_056085817.1	uncharacterized protein	SKDI01G0080	80922117	SKDI_01G0080	1149	1149	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	26995	28143	+	XP_056085817.1		XM_056232317.1	uncharacterized protein	SKDI01G0080	80922117	SKDI_01G0080	1149	382	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	28409	28975	+					SKDI01G0090	80922118	SKDI_01G0090	567		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	28409	28975	+	XM_056232428.1		XP_056085818.1	uncharacterized protein	SKDI01G0090	80922118	SKDI_01G0090	567	567	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	28409	28975	+	XP_056085818.1		XM_056232428.1	uncharacterized protein	SKDI01G0090	80922118	SKDI_01G0090	567	188	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	29289	30794	+					SKDI01G0110	80922119	SKDI_01G0110	1506		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	29289	30794	+	XM_056226937.1		XP_056085819.1	uncharacterized protein	SKDI01G0110	80922119	SKDI_01G0110	1506	1506	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	29289	30794	+	XP_056085819.1		XM_056226937.1	uncharacterized protein	SKDI01G0110	80922119	SKDI_01G0110	1506	501	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	31081	33723	+					SKDI01G0120	80922120	SKDI_01G0120	2643		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	31081	33723	+	XM_056227048.1		XP_056085820.1	uncharacterized protein	SKDI01G0120	80922120	SKDI_01G0120	2643	2643	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	31081	33723	+	XP_056085820.1		XM_056227048.1	uncharacterized protein	SKDI01G0120	80922120	SKDI_01G0120	2643	880	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	34030	34572	+					SKDI01G0130	80922121	SKDI_01G0130	543		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	34030	34572	+	XM_056227159.1		XP_056085821.1	uncharacterized protein	SKDI01G0130	80922121	SKDI_01G0130	543	543	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	34030	34572	+	XP_056085821.1		XM_056227159.1	uncharacterized protein	SKDI01G0130	80922121	SKDI_01G0130	543	180	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	34727	36868	-					SKDI01G0140	80922122	SKDI_01G0140	2142		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	34727	36868	-	XM_056227270.1		XP_056085822.1	uncharacterized protein	SKDI01G0140	80922122	SKDI_01G0140	2142	2142	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	34727	36868	-	XP_056085822.1		XM_056227270.1	uncharacterized protein	SKDI01G0140	80922122	SKDI_01G0140	2142	713	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	37696	40047	+					SKDI01G0150	80922123	SKDI_01G0150	2352		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	37696	40047	+	XM_056227381.1		XP_056085823.1	uncharacterized protein	SKDI01G0150	80922123	SKDI_01G0150	2352	2352	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	37696	40047	+	XP_056085823.1		XM_056227381.1	uncharacterized protein	SKDI01G0150	80922123	SKDI_01G0150	2352	783	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	40364	43486	+					SKDI01G0160	80922124	SKDI_01G0160	3123		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	40364	43486	+	XM_056227492.1		XP_056085824.1	uncharacterized protein	SKDI01G0160	80922124	SKDI_01G0160	3123	3123	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	40364	43486	+	XP_056085824.1		XM_056227492.1	uncharacterized protein	SKDI01G0160	80922124	SKDI_01G0160	3123	1040	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	43634	44374	-					SKDI01G0170	80922125	SKDI_01G0170	741		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	43634	44374	-	XM_056227603.1		XP_056085825.1	uncharacterized protein	SKDI01G0170	80922125	SKDI_01G0170	741	741	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	43634	44374	-	XP_056085825.1		XM_056227603.1	uncharacterized protein	SKDI01G0170	80922125	SKDI_01G0170	741	246	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	44573	46558	-					SKDI01G0180	80922126	SKDI_01G0180	1986		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	44573	46558	-	XM_056227714.1		XP_056085826.1	uncharacterized protein	SKDI01G0180	80922126	SKDI_01G0180	1986	1986	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	44573	46558	-	XP_056085826.1		XM_056227714.1	uncharacterized protein	SKDI01G0180	80922126	SKDI_01G0180	1986	661	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	46753	48663	-					SKDI01G0200	80922127	SKDI_01G0200	1911		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	46753	48663	-	XM_056227825.1		XP_056085827.1	uncharacterized protein	SKDI01G0200	80922127	SKDI_01G0200	1911	1911	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	46753	48663	-	XP_056085827.1		XM_056227825.1	uncharacterized protein	SKDI01G0200	80922127	SKDI_01G0200	1911	636	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	48798	49136	-					SKDI01G0210	80922128	SKDI_01G0210	339		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	48798	49136	-	XM_056227936.1		XP_056085828.1	uncharacterized protein	SKDI01G0210	80922128	SKDI_01G0210	339	339	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	48798	49136	-	XP_056085828.1		XM_056227936.1	uncharacterized protein	SKDI01G0210	80922128	SKDI_01G0210	339	112	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	49283	49615	+					SKDI01G0220	80922129	SKDI_01G0220	333		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	49283	49615	+	XM_056228048.1		XP_056085829.1	uncharacterized protein	SKDI01G0220	80922129	SKDI_01G0220	333	333	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	49283	49615	+	XP_056085829.1		XM_056228048.1	uncharacterized protein	SKDI01G0220	80922129	SKDI_01G0220	333	110	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	49686	50198	-					SKDI01G0230	80922130	SKDI_01G0230	513		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	49686	50198	-	XM_056228159.1		XP_056085830.1	uncharacterized protein	SKDI01G0230	80922130	SKDI_01G0230	513	513	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	49686	50198	-	XP_056085830.1		XM_056228159.1	uncharacterized protein	SKDI01G0230	80922130	SKDI_01G0230	513	170	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	50433	52799	-					SKDI01G0240	80922131	SKDI_01G0240	2367		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	50433	52799	-	XM_056228270.1		XP_056085831.1	uncharacterized protein	SKDI01G0240	80922131	SKDI_01G0240	2367	2367	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	50433	52799	-	XP_056085831.1		XM_056228270.1	uncharacterized protein	SKDI01G0240	80922131	SKDI_01G0240	2367	788	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	53044	54291	+					SKDI01G0260	80922132	SKDI_01G0260	1248		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	53044	54291	+	XM_056228381.1		XP_056085832.1	uncharacterized protein	SKDI01G0260	80922132	SKDI_01G0260	1248	1248	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	53044	54291	+	XP_056085832.1		XM_056228381.1	uncharacterized protein	SKDI01G0260	80922132	SKDI_01G0260	1248	415	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	54569	57124	+					SKDI01G0270	80922133	SKDI_01G0270	2556		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	54569	57124	+	XM_056228492.1		XP_056085833.1	uncharacterized protein	SKDI01G0270	80922133	SKDI_01G0270	2556	2556	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	54569	57124	+	XP_056085833.1		XM_056228492.1	uncharacterized protein	SKDI01G0270	80922133	SKDI_01G0270	2556	851	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	57499	59253	-					SKDI01G0280	80922134	SKDI_01G0280	1755		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	57499	59253	-	XM_056228603.1		XP_056085834.1	uncharacterized protein	SKDI01G0280	80922134	SKDI_01G0280	1755	1755	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	57499	59253	-	XP_056085834.1		XM_056228603.1	uncharacterized protein	SKDI01G0280	80922134	SKDI_01G0280	1755	584	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	60379	61173	-					SKDI01G0290	80922135	SKDI_01G0290	795		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	60379	61173	-	XM_056228714.1		XP_056085835.1	uncharacterized protein	SKDI01G0290	80922135	SKDI_01G0290	795	795	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	60379	61173	-	XP_056085835.1		XM_056228714.1	uncharacterized protein	SKDI01G0290	80922135	SKDI_01G0290	795	264	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	63299	64801	+					SKDI01G0300	80922136	SKDI_01G0300	1503		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	63299	64801	+	XM_056228825.1		XP_056085836.1	uncharacterized protein	SKDI01G0300	80922136	SKDI_01G0300	1503	1503	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	63299	64801	+	XP_056085836.1		XM_056228825.1	uncharacterized protein	SKDI01G0300	80922136	SKDI_01G0300	1503	500	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	65562	66353	+					SKDI01G0330	80922137	SKDI_01G0330	792		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	65562	66353	+	XM_056228936.1		XP_056085837.1	uncharacterized protein	SKDI01G0330	80922137	SKDI_01G0330	792	792	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	65562	66353	+	XP_056085837.1		XM_056228936.1	uncharacterized protein	SKDI01G0330	80922137	SKDI_01G0330	792	263	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	66563	67672	-					SKDI01G0340	80922138	SKDI_01G0340	1110		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	66563	67672	-	XM_056229047.1		XP_056085838.1	uncharacterized protein	SKDI01G0340	80922138	SKDI_01G0340	1110	1110	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	66563	67672	-	XP_056085838.1		XM_056229047.1	uncharacterized protein	SKDI01G0340	80922138	SKDI_01G0340	1110	369	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	67946	70924	+					SKDI01G0350	80922139	SKDI_01G0350	2979		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	67946	70924	+	XM_056229159.1		XP_056085839.1	uncharacterized protein	SKDI01G0350	80922139	SKDI_01G0350	2979	2979	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	67946	70924	+	XP_056085839.1		XM_056229159.1	uncharacterized protein	SKDI01G0350	80922139	SKDI_01G0350	2979	992	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	71200	72066	+					SKDI01G0360	80922140	SKDI_01G0360	867		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	71200	72066	+	XM_056229270.1		XP_056085840.1	uncharacterized protein	SKDI01G0360	80922140	SKDI_01G0360	867	867	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	71200	72066	+	XP_056085840.1		XM_056229270.1	uncharacterized protein	SKDI01G0360	80922140	SKDI_01G0360	867	288	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	72204	73433	-					SKDI01G0370	80922141	SKDI_01G0370	1230		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	72204	73433	-	XM_056229381.1		XP_056085841.1	uncharacterized protein	SKDI01G0370	80922141	SKDI_01G0370	1230	1230	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	72204	73433	-	XP_056085841.1		XM_056229381.1	uncharacterized protein	SKDI01G0370	80922141	SKDI_01G0370	1230	409	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	74179	74694	+					SKDI01G0380	80922142	SKDI_01G0380	516		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	74179	74694	+	XM_056229492.1		XP_056085842.1	uncharacterized protein	SKDI01G0380	80922142	SKDI_01G0380	516	516	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	74179	74694	+	XP_056085842.1		XM_056229492.1	uncharacterized protein	SKDI01G0380	80922142	SKDI_01G0380	516	171	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	74783	75925	-					SKDI01G0390	80922143	SKDI_01G0390	1143		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	74783	75925	-	XM_056229603.1		XP_056085843.1	uncharacterized protein	SKDI01G0390	80922143	SKDI_01G0390	1143	1143	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	74783	75925	-	XP_056085843.1		XM_056229603.1	uncharacterized protein	SKDI01G0390	80922143	SKDI_01G0390	1143	380	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	76188	78479	-					SKDI01G0400	80922144	SKDI_01G0400	2292		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	76188	78479	-	XM_056229714.1		XP_056085844.1	uncharacterized protein	SKDI01G0400	80922144	SKDI_01G0400	2292	2292	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	76188	78479	-	XP_056085844.1		XM_056229714.1	uncharacterized protein	SKDI01G0400	80922144	SKDI_01G0400	2292	763	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	78732	79201	+					SKDI01G0410	80922145	SKDI_01G0410	470		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	78732	79201	+	XM_056229825.1		XP_056085845.1	uncharacterized protein	SKDI01G0410	80922145	SKDI_01G0410	354	354	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	78732	79201	+	XP_056085845.1		XM_056229825.1	uncharacterized protein	SKDI01G0410	80922145	SKDI_01G0410	354	117	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	79302	83717	-					SKDI01G0420	80922146	SKDI_01G0420	4416		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	79302	83717	-	XM_056229936.1		XP_056085846.1	uncharacterized protein	SKDI01G0420	80922146	SKDI_01G0420	4416	4416	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	79302	83717	-	XP_056085846.1		XM_056229936.1	uncharacterized protein	SKDI01G0420	80922146	SKDI_01G0420	4416	1471	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	84337	85893	+					SKDI01G0430	80922147	SKDI_01G0430	1557		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	84337	85893	+	XM_056230047.1		XP_056085847.1	uncharacterized protein	SKDI01G0430	80922147	SKDI_01G0430	1557	1557	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	84337	85893	+	XP_056085847.1		XM_056230047.1	uncharacterized protein	SKDI01G0430	80922147	SKDI_01G0430	1557	518	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	86098	86883	+					SKDI01G0440	80922148	SKDI_01G0440	786		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	86098	86883	+	XM_056230158.1		XP_056085848.1	uncharacterized protein	SKDI01G0440	80922148	SKDI_01G0440	786	786	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	86098	86883	+	XP_056085848.1		XM_056230158.1	uncharacterized protein	SKDI01G0440	80922148	SKDI_01G0440	786	261	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	87055	91119	-					SKDI01G0450	80922149	SKDI_01G0450	4065		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	87055	91119	-	XM_056230270.1		XP_056085849.1	uncharacterized protein	SKDI01G0450	80922149	SKDI_01G0450	4065	4065	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	87055	91119	-	XP_056085849.1		XM_056230270.1	uncharacterized protein	SKDI01G0450	80922149	SKDI_01G0450	4065	1354	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	91612	92529	-					SKDI01G0460	80922150	SKDI_01G0460	918		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	91612	92529	-	XM_056230381.1		XP_056085850.1	uncharacterized protein	SKDI01G0460	80922150	SKDI_01G0460	918	918	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	91612	92529	-	XP_056085850.1		XM_056230381.1	uncharacterized protein	SKDI01G0460	80922150	SKDI_01G0460	918	305	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	92920	97248	-					SKDI01G0470	80922151	SKDI_01G0470	4329		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	92920	97248	-	XM_056230492.1		XP_056085851.1	uncharacterized protein	SKDI01G0470	80922151	SKDI_01G0470	4329	4329	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	92920	97248	-	XP_056085851.1		XM_056230492.1	uncharacterized protein	SKDI01G0470	80922151	SKDI_01G0470	4329	1442	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	97644	99923	-					SKDI01G0480	80922152	SKDI_01G0480	2280		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	97644	99923	-	XM_056230603.1		XP_056085852.1	uncharacterized protein	SKDI01G0480	80922152	SKDI_01G0480	2280	2280	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	97644	99923	-	XP_056085852.1		XM_056230603.1	uncharacterized protein	SKDI01G0480	80922152	SKDI_01G0480	2280	759	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	100242	101789	-					SKDI01G0490	80922153	SKDI_01G0490	1548		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	100242	101789	-	XM_056230714.1		XP_056085853.1	uncharacterized protein	SKDI01G0490	80922153	SKDI_01G0490	1548	1548	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	100242	101789	-	XP_056085853.1		XM_056230714.1	uncharacterized protein	SKDI01G0490	80922153	SKDI_01G0490	1548	515	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	102215	104698	-					SKDI01G0500	80922154	SKDI_01G0500	2484		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	102215	104698	-	XM_056230825.1		XP_056085854.1	uncharacterized protein	SKDI01G0500	80922154	SKDI_01G0500	2484	2484	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	102215	104698	-	XP_056085854.1		XM_056230825.1	uncharacterized protein	SKDI01G0500	80922154	SKDI_01G0500	2484	827	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	104945	105952	-					SKDI01G0510	80922155	SKDI_01G0510	1008		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	104945	105952	-	XM_056230936.1		XP_056085855.1	uncharacterized protein	SKDI01G0510	80922155	SKDI_01G0510	1008	1008	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	104945	105952	-	XP_056085855.1		XM_056230936.1	uncharacterized protein	SKDI01G0510	80922155	SKDI_01G0510	1008	335	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	106251	109631	+					SKDI01G0530	80922156	SKDI_01G0530	3381		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	106251	109631	+	XM_056231047.1		XP_056085856.1	uncharacterized protein	SKDI01G0530	80922156	SKDI_01G0530	3381	3381	partial
CDS	with_protein	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	106251	109631	+	XP_056085856.1		XM_056231047.1	uncharacterized protein	SKDI01G0530	80922156	SKDI_01G0530	3381	1126	
gene	protein_coding	GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	109825	110790	-					SKDI01G0540	80922157	SKDI_01G0540	966		partial
mRNA		GCF_947243775.1	Primary Assembly	chromosome	1	NC_079272.1	109825	110790	-	XM_056231158.1		XP_056085857.1	uncharacterized protein	SKDI01G0540	80922157	SKDI_01G0540	966	966	partial
