# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	2630	3322	+	WP_075575767.1	WP_075575767.1		haloacid dehalogenase-like hydrolase			BQ5347_RS00030	693	230	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	3346	3834	+							BQ5347_RS00035	489		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	3346	3834	+	WP_075575768.1	WP_075575768.1		Rrf2 family transcriptional regulator			BQ5347_RS00035	489	162	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	3831	4715	+							BQ5347_RS00040	885		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	3831	4715	+	WP_075575769.1	WP_075575769.1		adenine glycosylase			BQ5347_RS00040	885	294	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	4788	5333	+							BQ5347_RS00045	546		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	4788	5333	+	WP_075575770.1	WP_075575770.1		rubrerythrin family protein			BQ5347_RS00045	546	181	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	5713	7893	+					glgB		BQ5347_RS00050	2181		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	5713	7893	+	WP_075575771.1	WP_075575771.1		1,4-alpha-glucan branching protein GlgB	glgB		BQ5347_RS00050	2181	726	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	7991	10441	+							BQ5347_RS00055	2451		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	7991	10441	+	WP_075577451.1	WP_075577451.1		glycogen/starch/alpha-glucan phosphorylase			BQ5347_RS00055	2451	816	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	10502	11650	+							BQ5347_RS00060	1149		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	10502	11650	+	WP_075575772.1	WP_075575772.1		glucose-1-phosphate adenylyltransferase			BQ5347_RS00060	1149	382	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	11653	12747	+					glgD		BQ5347_RS00065	1095		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	11653	12747	+	WP_075575773.1	WP_075575773.1		glucose-1-phosphate adenylyltransferase subunit GlgD	glgD		BQ5347_RS00065	1095	364	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	12764	14260	+					glgA		BQ5347_RS00070	1497		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	12764	14260	+	WP_075575774.1	WP_075575774.1		glycogen synthase GlgA	glgA		BQ5347_RS00070	1497	498	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	14264	17527	+							BQ5347_RS00075	3264		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	14264	17527	+	WP_075575775.1	WP_075575775.1		4-alpha-glucanotransferase			BQ5347_RS00075	3264	1087	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	17751	18857	-							BQ5347_RS00080	1107		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	17751	18857	-	WP_147556087.1	WP_147556087.1		hypothetical protein			BQ5347_RS00080	1107	368	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	19155	22598	+					mfd		BQ5347_RS00085	3444		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	19155	22598	+	WP_075575777.1	WP_075575777.1		transcription-repair coupling factor	mfd		BQ5347_RS00085	3444	1147	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	22670	23548	+							BQ5347_RS00090	879		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	22670	23548	+	WP_231959022.1	WP_231959022.1		Cof-type HAD-IIB family hydrolase			BQ5347_RS00090	879	292	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	23545	25641	+							BQ5347_RS00095	2097		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	23545	25641	+	WP_075575779.1	WP_075575779.1		PTS sugar transporter subunit IIA			BQ5347_RS00095	2097	698	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	25958	26431	+							BQ5347_RS00100	474		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	25958	26431	+	WP_075575780.1	WP_075575780.1		PTS sugar transporter subunit IIA			BQ5347_RS00100	474	157	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	26520	26813	+							BQ5347_RS00105	294		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	26520	26813	+	WP_075575781.1	WP_075575781.1		PTS sugar transporter subunit IIB			BQ5347_RS00105	294	97	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	26869	28251	+							BQ5347_RS00110	1383		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	26869	28251	+	WP_075575782.1	WP_075575782.1		PTS galactitol transporter subunit IIC			BQ5347_RS00110	1383	460	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	28305	28973	+							BQ5347_RS00115	669		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	28305	28973	+	WP_075575783.1	WP_075575783.1		class II aldolase/adducin family protein			BQ5347_RS00115	669	222	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	29084	29647	+							BQ5347_RS00120	564		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	29084	29647	+	WP_075575784.1	WP_075575784.1		hypothetical protein			BQ5347_RS00120	564	187	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	29663	30655	+							BQ5347_RS00125	993		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	29663	30655	+	WP_075575785.1	WP_075575785.1		dihydroxyacetone kinase subunit DhaK			BQ5347_RS00125	993	330	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	30689	31333	+							BQ5347_RS00130	645		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	30689	31333	+	WP_075575786.1	WP_075575786.1		dihydroxyacetone kinase subunit L			BQ5347_RS00130	645	214	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	31343	33043	+							BQ5347_RS00135	1701		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	31343	33043	+	WP_075575787.1	WP_075575787.1		dihydroxyacetone kinase family protein			BQ5347_RS00135	1701	566	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	33089	34105	-							BQ5347_RS00140	1017		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	33089	34105	-	WP_083551325.1	WP_083551325.1		YitT family protein			BQ5347_RS00140	1017	338	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	34127	34840	-							BQ5347_RS00145	714		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	34127	34840	-	WP_075575788.1	WP_075575788.1		GntR family transcriptional regulator			BQ5347_RS00145	714	237	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	35112	36218	+							BQ5347_RS00150	1107		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	35112	36218	+	WP_075575789.1	WP_075575789.1		SIS domain-containing protein			BQ5347_RS00150	1107	368	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	36227	36664	+							BQ5347_RS10165	438		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	36227	36664	+	WP_075575790.1	WP_075575790.1		hypothetical protein			BQ5347_RS10165	438	145	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	36695	37198	+							BQ5347_RS00160	504		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	36695	37198	+	WP_075575791.1	WP_075575791.1		PTS sugar transporter subunit IIB			BQ5347_RS00160	504	167	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	37248	38039	+							BQ5347_RS00165	792		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	37248	38039	+	WP_075575792.1	WP_075575792.1		PTS sugar transporter subunit IIC			BQ5347_RS00165	792	263	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	38042	38857	+							BQ5347_RS00170	816		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	38042	38857	+	WP_075575793.1	WP_075575793.1		PTS system mannose/fructose/sorbose family transporter subunit IID			BQ5347_RS00170	816	271	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	38939	39568	+							BQ5347_RS00175	630		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	38939	39568	+	WP_075575794.1	WP_075575794.1		HAD family phosphatase			BQ5347_RS00175	630	209	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	39659	40510	+					mazG		BQ5347_RS00180	852		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	39659	40510	+	WP_083551328.1	WP_083551328.1		nucleoside triphosphate pyrophosphohydrolase	mazG		BQ5347_RS00180	852	283	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	40600	41205	+							BQ5347_RS00185	606		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	40600	41205	+	WP_157886215.1	WP_157886215.1		septum formation initiator family protein			BQ5347_RS00185	606	201	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	41202	42215	+							BQ5347_RS00190	1014		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	41202	42215	+	WP_075575796.1	WP_075575796.1		phosphatase			BQ5347_RS00190	1014	337	
gene	tRNA	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	42248	42332	+							BQ5347_RS00195	85		
tRNA		GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	42248	42332	+				tRNA-Leu			BQ5347_RS00195	85		anticodon=TAA
gene	tRNA	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	42428	42503	+							BQ5347_RS00200	76		
tRNA		GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	42428	42503	+				tRNA-Glu			BQ5347_RS00200	76		anticodon=TTC
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	42789	43748	-							BQ5347_RS00205	960		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	42789	43748	-	WP_075575797.1	WP_075575797.1		hypothetical protein			BQ5347_RS00205	960	319	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	43745	44797	-							BQ5347_RS00210	1053		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	43745	44797	-	WP_075575798.1	WP_075575798.1		hypothetical protein			BQ5347_RS00210	1053	350	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	44990	46204	+							BQ5347_RS00215	1215		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	44990	46204	+	WP_075575799.1	WP_075575799.1		iron-containing alcohol dehydrogenase			BQ5347_RS00215	1215	404	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	46262	47113	-							BQ5347_RS00220	852		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	46262	47113	-	WP_075575800.1	WP_075575800.1		hypothetical protein			BQ5347_RS00220	852	283	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	47122	48663	-							BQ5347_RS00225	1542		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	47122	48663	-	WP_075575801.1	WP_075575801.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase			BQ5347_RS00225	1542	513	
gene	tRNA	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	48719	48794	+							BQ5347_RS00230	76		
tRNA		GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	48719	48794	+				tRNA-Val			BQ5347_RS00230	76		anticodon=TAC
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	48909	49646	+					rph		BQ5347_RS00235	738		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	48909	49646	+	WP_075575802.1	WP_075575802.1		ribonuclease PH	rph		BQ5347_RS00235	738	245	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	49938	50561	+					rdgB		BQ5347_RS00240	624		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	49938	50561	+	WP_075575803.1	WP_075575803.1		RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	rdgB		BQ5347_RS00240	624	207	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	50771	51505	+					nagB		BQ5347_RS00245	735		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	50771	51505	+	WP_075575804.1	WP_075575804.1		glucosamine-6-phosphate deaminase	nagB		BQ5347_RS00245	735	244	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	51669	51965	+							BQ5347_RS00250	297		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	51669	51965	+	WP_075575805.1	WP_075575805.1		Veg family protein			BQ5347_RS00250	297	98	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	51972	52850	+							BQ5347_RS00255	879		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	51972	52850	+	WP_231959023.1	WP_231959023.1		4-diphosphocytidyl-2C-methyl-D-erythritol kinase			BQ5347_RS00255	879	292	
gene	tRNA	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	52866	52942	+							BQ5347_RS00260	77		
tRNA		GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	52866	52942	+				tRNA-Pro			BQ5347_RS00260	77		anticodon=CGG
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	53009	54160	-							BQ5347_RS00265	1152		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	53009	54160	-	WP_075575806.1	WP_075575806.1		glycerate kinase			BQ5347_RS00265	1152	383	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	54157	54324	-							BQ5347_RS10170	168		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	54157	54324	-	WP_157886216.1	WP_157886216.1		hypothetical protein			BQ5347_RS10170	168	55	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	54418	55311	+							BQ5347_RS00270	894		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	54418	55311	+	WP_231959024.1	WP_231959024.1		Cof-type HAD-IIB family hydrolase			BQ5347_RS00270	894	297	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	55332	56180	-							BQ5347_RS00275	849		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	55332	56180	-	WP_075575808.1	WP_075575808.1		fused MFS/spermidine synthase			BQ5347_RS00275	849	282	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	56326	56652	+					tatA		BQ5347_RS00280	327		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	56326	56652	+	WP_075575809.1	WP_075575809.1		twin-arginine translocase TatA/TatE family subunit	tatA		BQ5347_RS00280	327	108	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	56695	57171	+					greA		BQ5347_RS00285	477		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	56695	57171	+	WP_075575810.1	WP_075575810.1		transcription elongation factor GreA	greA		BQ5347_RS00285	477	158	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	57251	59461	+					lysS		BQ5347_RS00290	2211		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	57251	59461	+	WP_075575811.1	WP_075575811.1		lysine--tRNA ligase	lysS		BQ5347_RS00290	2211	736	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	59470	60576	+							BQ5347_RS00295	1107		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	59470	60576	+	WP_083551330.1	WP_083551330.1		acyltransferase			BQ5347_RS00295	1107	368	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	60645	63224	+							BQ5347_RS00300	2580		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	60645	63224	+	WP_075575813.1	WP_075575813.1		ATP-dependent Clp protease ATP-binding subunit			BQ5347_RS00300	2580	859	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	63287	64363	+					disA		BQ5347_RS00305	1077		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	63287	64363	+	WP_075575814.1	WP_075575814.1		DNA integrity scanning diadenylate cyclase DisA	disA		BQ5347_RS00305	1077	358	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	64363	65127	+					ispD		BQ5347_RS00310	765		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	64363	65127	+	WP_075575815.1	WP_075575815.1		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD		BQ5347_RS00310	765	254	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	65192	65671	+					ispF		BQ5347_RS00315	480		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	65192	65671	+	WP_075575816.1	WP_075575816.1		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF		BQ5347_RS00315	480	159	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	65737	67215	+					cysS		BQ5347_RS00320	1479		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	65737	67215	+	WP_075575817.1	WP_075575817.1		cysteine--tRNA ligase	cysS		BQ5347_RS00320	1479	492	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	67222	68139	+					rlmB		BQ5347_RS00325	918		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	67222	68139	+	WP_075575818.1	WP_075575818.1		23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	rlmB		BQ5347_RS00325	918	305	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	68132	68671	+							BQ5347_RS00330	540		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	68132	68671	+	WP_075575819.1	WP_075575819.1		NYN domain-containing protein			BQ5347_RS00330	540	179	
gene	tRNA	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	68708	68782	+							BQ5347_RS00335	75		
tRNA		GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	68708	68782	+				tRNA-Thr			BQ5347_RS00335	75		anticodon=TGT
gene	tRNA	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	68979	69062	+							BQ5347_RS00340	84		
tRNA		GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	68979	69062	+				tRNA-Tyr			BQ5347_RS00340	84		anticodon=GTA
gene	tRNA	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	69066	69141	+							BQ5347_RS00345	76		
tRNA		GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	69066	69141	+				tRNA-Thr			BQ5347_RS00345	76		anticodon=GGT
gene	tRNA	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	69168	69244	+							BQ5347_RS00350	77		
tRNA		GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	69168	69244	+				tRNA-Met			BQ5347_RS00350	77		anticodon=CAT
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	69335	70540	+					tuf		BQ5347_RS00355	1206		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	69335	70540	+	WP_075575820.1	WP_075575820.1		elongation factor Tu	tuf		BQ5347_RS00355	1206	401	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	70764	70913	+					rpmG		BQ5347_RS00360	150		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	70764	70913	+	WP_075575821.1	WP_075575821.1		50S ribosomal protein L33	rpmG		BQ5347_RS00360	150	49	
gene	tRNA	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	70932	71007	+							BQ5347_RS00365	76		
tRNA		GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	70932	71007	+				tRNA-Trp			BQ5347_RS00365	76		anticodon=CCA
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	71076	71459	+					secE		BQ5347_RS00370	384		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	71076	71459	+	WP_075575822.1	WP_075575822.1		preprotein translocase subunit SecE	secE		BQ5347_RS00370	384	127	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	71462	72010	+					nusG		BQ5347_RS00375	549		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	71462	72010	+	WP_075575823.1	WP_075575823.1		transcription termination/antitermination protein NusG	nusG		BQ5347_RS00375	549	182	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	72106	72534	+					rplK		BQ5347_RS00380	429		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	72106	72534	+	WP_075575824.1	WP_075575824.1		50S ribosomal protein L11	rplK		BQ5347_RS00380	429	142	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	72619	73326	+					rplA		BQ5347_RS00385	708		
CDS	with_protein	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	72619	73326	+	WP_075575825.1	WP_075575825.1		50S ribosomal protein L1	rplA		BQ5347_RS00385	708	235	
gene	protein_coding	GCF_900119915.1	Primary Assembly	chromosome	contig00001	NZ_LT635455.1	73604	74125	+					rplJ		BQ5347_RS00390	522		
