# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	10572	10862	-							RXYL_RS00045	291		old_locus_tag=Rxyl_0008
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	10572	10862	-	WP_156787568.1	WP_156787568.1		hypothetical protein			RXYL_RS00045	291	96	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	10952	11329	+							RXYL_RS00050	378		old_locus_tag=Rxyl_0009
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	10952	11329	+	WP_011563008.1	WP_011563008.1		hypothetical protein			RXYL_RS00050	378	125	
gene	RNase_P_RNA	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	11348	11765	+					rnpB		RXYL_RS16935	418		old_locus_tag=Rxyl_R0001
ncRNA	RNase_P_RNA	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	11348	11765	+				RNase P RNA component class A	rnpB		RXYL_RS16935	418		
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	11907	12626	+							RXYL_RS00055	720		old_locus_tag=Rxyl_0010
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	11907	12626	+	WP_198004864.1	WP_198004864.1		hypothetical protein			RXYL_RS00055	720	239	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	12627	14399	+							RXYL_RS00060	1773		old_locus_tag=Rxyl_0011
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	12627	14399	+	WP_198004865.1	WP_198004865.1		succinate dehydrogenase flavoprotein subunit			RXYL_RS00060	1773	590	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	14396	15214	+							RXYL_RS00065	819		old_locus_tag=Rxyl_0012
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	14396	15214	+	WP_011563011.1	WP_011563011.1		succinate dehydrogenase/fumarate reductase iron-sulfur subunit			RXYL_RS00065	819	272	
gene	tRNA	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	15245	15317	-							RXYL_RS00070	73		old_locus_tag=Rxyl_R0002
tRNA		GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	15245	15317	-				tRNA-Gly			RXYL_RS00070	73		anticodon=CCC
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	15373	15873	+							RXYL_RS00075	501		old_locus_tag=Rxyl_0013
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	15373	15873	+	WP_011563012.1	WP_011563012.1		NUDIX hydrolase			RXYL_RS00075	501	166	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	15883	16452	-							RXYL_RS00080	570		old_locus_tag=Rxyl_0014
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	15883	16452	-	WP_011563013.1	WP_011563013.1		phosphopantothenoylcysteine decarboxylase			RXYL_RS00080	570	189	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	16487	16951	-							RXYL_RS17995	465		
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	16487	16951	-	WP_049761152.1	WP_049761152.1		RDD family protein			RXYL_RS17995	465	154	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	17060	17842	+							RXYL_RS18000	783		old_locus_tag=Rxyl_0016
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	17060	17842	+	WP_011563015.1	WP_011563015.1		SDR family NAD(P)-dependent oxidoreductase			RXYL_RS18000	783	260	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	17851	18471	+							RXYL_RS00095	621		old_locus_tag=Rxyl_0017
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	17851	18471	+	WP_011563016.1	WP_011563016.1		hypothetical protein			RXYL_RS00095	621	206	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	18428	18799	-							RXYL_RS00100	372		old_locus_tag=Rxyl_0018
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	18428	18799	-	WP_011563017.1	WP_011563017.1		hypothetical protein			RXYL_RS00100	372	123	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	18805	21183	-							RXYL_RS00105	2379		old_locus_tag=Rxyl_0019
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	18805	21183	-	WP_041327996.1	WP_041327996.1		MBL fold metallo-hydrolase			RXYL_RS00105	2379	792	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	21396	21647	+							RXYL_RS00110	252		old_locus_tag=Rxyl_0020
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	21396	21647	+	WP_156787569.1	WP_156787569.1		hypothetical protein			RXYL_RS00110	252	83	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	21654	23654	-					pknB		RXYL_RS00115	2001		old_locus_tag=Rxyl_0021
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	21654	23654	-	WP_011563020.1	WP_011563020.1		Stk1 family PASTA domain-containing Ser/Thr kinase	pknB		RXYL_RS00115	2001	666	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	23672	25186	-							RXYL_RS00120	1515		old_locus_tag=Rxyl_0022
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	23672	25186	-	WP_011563021.1	WP_011563021.1		penicillin-binding protein 2			RXYL_RS00120	1515	504	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	25183	26472	-							RXYL_RS00125	1290		old_locus_tag=Rxyl_0023
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	25183	26472	-	WP_011563022.1	WP_011563022.1		FtsW/RodA/SpoVE family cell cycle protein			RXYL_RS00125	1290	429	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	26479	27618	-							RXYL_RS16945	1140		old_locus_tag=Rxyl_0024
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	26479	27618	-	WP_083759868.1	WP_083759868.1		Stp1/IreP family PP2C-type Ser/Thr phosphatase			RXYL_RS16945	1140	379	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	27627	28094	-							RXYL_RS00135	468		old_locus_tag=Rxyl_0025
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	27627	28094	-	WP_011563024.1	WP_011563024.1		FHA domain-containing protein			RXYL_RS00135	468	155	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	28099	28941	-							RXYL_RS00140	843		old_locus_tag=Rxyl_0026
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	28099	28941	-	WP_011563025.1	WP_011563025.1		DUF3662 and FHA domain-containing protein			RXYL_RS00140	843	280	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	28951	30540	-							RXYL_RS00145	1590		old_locus_tag=Rxyl_0027
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	28951	30540	-	WP_011563026.1	WP_011563026.1		serine/threonine protein kinase			RXYL_RS00145	1590	529	
gene	tRNA	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	30643	30726	+							RXYL_RS00150	84		old_locus_tag=Rxyl_R0003
tRNA		GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	30643	30726	+				tRNA-Leu			RXYL_RS00150	84		anticodon=CAG
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	30831	31817	+							RXYL_RS00155	987		old_locus_tag=Rxyl_0028
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	30831	31817	+	WP_011563027.1	WP_011563027.1		hypothetical protein			RXYL_RS00155	987	328	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	31839	32123	+							RXYL_RS00160	285		old_locus_tag=Rxyl_0029
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	31839	32123	+	WP_011563028.1	WP_011563028.1		Lrp/AsnC ligand binding domain-containing protein			RXYL_RS00160	285	94	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	32128	33252	-							RXYL_RS00165	1125		old_locus_tag=Rxyl_0030
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	32128	33252	-	WP_232203511.1	WP_232203511.1		glutamate--cysteine ligase			RXYL_RS00165	1125	374	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	33290	33895	-							RXYL_RS16075	606		old_locus_tag=Rxyl_0031
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	33290	33895	-	WP_011563030.1	WP_011563030.1		TlpA family protein disulfide reductase			RXYL_RS16075	606	201	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	33955	34470	+							RXYL_RS00175	516		old_locus_tag=Rxyl_0032
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	33955	34470	+	WP_049761153.1	WP_049761153.1		DoxX family membrane protein			RXYL_RS00175	516	171	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	34412	35284	-							RXYL_RS00180	873		old_locus_tag=Rxyl_0033
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	34412	35284	-	WP_011563032.1	WP_011563032.1		alpha/beta fold hydrolase			RXYL_RS00180	873	290	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	35295	37067	-					mutL		RXYL_RS00185	1773		old_locus_tag=Rxyl_0034
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	35295	37067	-	WP_011563033.1	WP_011563033.1		DNA mismatch repair endonuclease MutL	mutL		RXYL_RS00185	1773	590	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	37137	37619	+					accB		RXYL_RS00190	483		old_locus_tag=Rxyl_0035
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	37137	37619	+	WP_011563034.1	WP_011563034.1		acetyl-CoA carboxylase biotin carboxyl carrier protein	accB		RXYL_RS00190	483	160	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	37623	39014	+					accC		RXYL_RS00195	1392		old_locus_tag=Rxyl_0036
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	37623	39014	+	WP_011563035.1	WP_011563035.1		acetyl-CoA carboxylase biotin carboxylase subunit	accC		RXYL_RS00195	1392	463	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	39080	39886	+							RXYL_RS00200	807		old_locus_tag=Rxyl_0037
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	39080	39886	+	WP_041327998.1	WP_041327998.1		DUF1385 domain-containing protein			RXYL_RS00200	807	268	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	39883	40782	-							RXYL_RS00205	900		old_locus_tag=Rxyl_0038
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	39883	40782	-	WP_011563037.1	WP_011563037.1		hypothetical protein			RXYL_RS00205	900	299	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	40779	42182	-							RXYL_RS00210	1404		old_locus_tag=Rxyl_0039
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	40779	42182	-	WP_041327999.1	WP_041327999.1		circularly permuted type 2 ATP-grasp protein			RXYL_RS00210	1404	467	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	42266	42988	+							RXYL_RS00215	723		old_locus_tag=Rxyl_0040
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	42266	42988	+	WP_011563039.1	WP_011563039.1		DnaD domain protein			RXYL_RS00215	723	240	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	42924	43793	+							RXYL_RS00220	870		old_locus_tag=Rxyl_0041
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	42924	43793	+	WP_083759869.1	WP_083759869.1		ATP-binding protein			RXYL_RS00220	870	289	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	43790	44395	+							RXYL_RS16080	606		old_locus_tag=Rxyl_0042
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	43790	44395	+	WP_011563041.1	WP_011563041.1		hypothetical protein			RXYL_RS16080	606	201	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	44402	45193	+							RXYL_RS00230	792		old_locus_tag=Rxyl_0043
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	44402	45193	+	WP_011563042.1	WP_011563042.1		DUF1624 domain-containing protein			RXYL_RS00230	792	263	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	45190	46065	+							RXYL_RS00235	876		old_locus_tag=Rxyl_0044
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	45190	46065	+	WP_011563043.1	WP_011563043.1		MBL fold metallo-hydrolase			RXYL_RS00235	876	291	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	46145	46570	+							RXYL_RS00240	426		old_locus_tag=Rxyl_0045
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	46145	46570	+	WP_011563044.1	WP_011563044.1		single-stranded DNA-binding protein			RXYL_RS00240	426	141	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	46567	47430	-							RXYL_RS00245	864		old_locus_tag=Rxyl_0046
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	46567	47430	-	WP_011563045.1	WP_011563045.1		hypothetical protein			RXYL_RS00245	864	287	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	47427	48221	-							RXYL_RS16085	795		old_locus_tag=Rxyl_0047
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	47427	48221	-	WP_011563046.1	WP_011563046.1		MerR family transcriptional regulator			RXYL_RS16085	795	264	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	48394	49491	+					tal		RXYL_RS00255	1098		old_locus_tag=Rxyl_0048
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	48394	49491	+	WP_011563047.1	WP_011563047.1		transaldolase	tal		RXYL_RS00255	1098	365	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	49520	51400	+							RXYL_RS00260	1881		old_locus_tag=Rxyl_0049
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	49520	51400	+	WP_011563048.1	WP_011563048.1		transketolase			RXYL_RS00260	1881	626	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	51418	52335	+					gnd		RXYL_RS00265	918		old_locus_tag=Rxyl_0050
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	51418	52335	+	WP_011563049.1	WP_011563049.1		decarboxylating 6-phosphogluconate dehydrogenase	gnd		RXYL_RS00265	918	305	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	52332	53864	+					zwf		RXYL_RS00270	1533		old_locus_tag=Rxyl_0051
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	52332	53864	+	WP_011563050.1	WP_011563050.1		glucose-6-phosphate dehydrogenase	zwf		RXYL_RS00270	1533	510	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	53849	54931	+							RXYL_RS00275	1083		old_locus_tag=Rxyl_0052
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	53849	54931	+	WP_041328001.1	WP_041328001.1		glucose-6-phosphate dehydrogenase assembly protein OpcA			RXYL_RS00275	1083	360	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	54928	55656	+					pgl		RXYL_RS00280	729		old_locus_tag=Rxyl_0053
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	54928	55656	+	WP_011563052.1	WP_011563052.1		6-phosphogluconolactonase	pgl		RXYL_RS00280	729	242	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	55711	56289	+							RXYL_RS00285	579		old_locus_tag=Rxyl_0054
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	55711	56289	+	WP_156787571.1	WP_156787571.1		ABC transporter substrate-binding protein			RXYL_RS00285	579	192	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	56429	57478	-							RXYL_RS00290	1050		old_locus_tag=Rxyl_0055
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	56429	57478	-	WP_011563054.1	WP_011563054.1		NAD-dependent epimerase/dehydratase family protein			RXYL_RS00290	1050	349	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	57624	58604	+							RXYL_RS00295	981		old_locus_tag=Rxyl_0056
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	57624	58604	+	WP_232203536.1	WP_232203536.1		zinc-dependent alcohol dehydrogenase family protein			RXYL_RS00295	981	326	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	58662	59624	+					corA		RXYL_RS00300	963		old_locus_tag=Rxyl_0057
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	58662	59624	+	WP_232203512.1	WP_232203512.1		magnesium/cobalt transporter CorA	corA		RXYL_RS00300	963	320	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	59639	60397	+							RXYL_RS18005	759		old_locus_tag=Rxyl_0058
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	59639	60397	+	WP_049761154.1	WP_049761154.1		hypothetical protein			RXYL_RS18005	759	252	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	60430	61908	+							RXYL_RS00310	1479		old_locus_tag=Rxyl_0059
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	60430	61908	+	WP_011563058.1	WP_011563058.1		ABC transporter permease			RXYL_RS00310	1479	492	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	61905	62852	+							RXYL_RS00315	948		old_locus_tag=Rxyl_0060
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	61905	62852	+	WP_041328002.1	WP_041328002.1		ABC transporter ATP-binding protein			RXYL_RS00315	948	315	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	62882	64033	+							RXYL_RS00320	1152		old_locus_tag=Rxyl_0061
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	62882	64033	+	WP_011563060.1	WP_011563060.1		AI-2E family transporter			RXYL_RS00320	1152	383	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	64030	65340	-							RXYL_RS00325	1311		old_locus_tag=Rxyl_0062
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	64030	65340	-	WP_011563061.1	WP_011563061.1		ABC transporter substrate-binding protein			RXYL_RS00325	1311	436	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	65491	66288	+							RXYL_RS00330	798		old_locus_tag=Rxyl_0063
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	65491	66288	+	WP_011563062.1	WP_011563062.1		CPBP family glutamic-type intramembrane protease			RXYL_RS00330	798	265	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	66314	67048	+							RXYL_RS00335	735		old_locus_tag=Rxyl_0064
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	66314	67048	+	WP_011563063.1	WP_011563063.1		hypothetical protein			RXYL_RS00335	735	244	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	67045	67470	+							RXYL_RS00340	426		old_locus_tag=Rxyl_0065
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	67045	67470	+	WP_198004866.1	WP_198004866.1		GntR family transcriptional regulator			RXYL_RS00340	426	141	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	67457	68383	+							RXYL_RS00345	927		old_locus_tag=Rxyl_0066
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	67457	68383	+	WP_011563065.1	WP_011563065.1		ABC transporter ATP-binding protein			RXYL_RS00345	927	308	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	68373	69221	-							RXYL_RS00350	849		old_locus_tag=Rxyl_0067
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	68373	69221	-	WP_011563066.1	WP_011563066.1		carbohydrate ABC transporter permease			RXYL_RS00350	849	282	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	69223	70143	-							RXYL_RS00355	921		old_locus_tag=Rxyl_0068
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	69223	70143	-	WP_011563067.1	WP_011563067.1		sugar ABC transporter permease			RXYL_RS00355	921	306	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	70158	71456	-							RXYL_RS00360	1299		old_locus_tag=Rxyl_0069
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	70158	71456	-	WP_011563068.1	WP_011563068.1		extracellular solute-binding protein			RXYL_RS00360	1299	432	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	71453	74266	-							RXYL_RS16090	2814		old_locus_tag=Rxyl_0070
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	71453	74266	-	WP_011563069.1	WP_011563069.1		glycosyl hydrolase-related protein			RXYL_RS16090	2814	937	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	74263	74601	-							RXYL_RS00365	339		old_locus_tag=Rxyl_0071
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	74263	74601	-	WP_011563070.1	WP_011563070.1		nitroreductase/quinone reductase family protein			RXYL_RS00365	339	112	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	75249	76313	-					dapE		RXYL_RS00370	1065		old_locus_tag=Rxyl_0072
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	75249	76313	-	WP_011563071.1	WP_011563071.1		succinyl-diaminopimelate desuccinylase	dapE		RXYL_RS00370	1065	354	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	76310	77119	-							RXYL_RS00375	810		old_locus_tag=Rxyl_0073
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	76310	77119	-	WP_011563072.1	WP_011563072.1		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase			RXYL_RS00375	810	269	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	77177	78337	-					dapC		RXYL_RS00380	1161		old_locus_tag=Rxyl_0074
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	77177	78337	-	WP_041328004.1	WP_041328004.1		succinyldiaminopimelate transaminase	dapC		RXYL_RS00380	1161	386	
gene	protein_coding	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	78454	79704	+					lysA		RXYL_RS00385	1251		old_locus_tag=Rxyl_0075
CDS	with_protein	GCF_000014185.1	Primary Assembly	chromosome		NC_008148.1	78454	79704	+	WP_011563074.1	WP_011563074.1		diaminopimelate decarboxylase	lysA		RXYL_RS00385	1251	416	
