# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	26054	32428	-	XM_056226603.1		XP_056080170.1	uncharacterized protein	SMKI01G0070	80916266	SMKI_01G0070	6375	6375	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	26054	32428	-	XP_056080170.1		XM_056226603.1	uncharacterized protein	SMKI01G0070	80916266	SMKI_01G0070	6375	2124	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	35708	37081	+					SMKI01G0080	80916267	SMKI_01G0080	1374		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	35708	37081	+	XM_056226714.1		XP_056080171.1	uncharacterized protein	SMKI01G0080	80916267	SMKI_01G0080	1374	1374	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	35708	37081	+	XP_056080171.1		XM_056226714.1	uncharacterized protein	SMKI01G0080	80916267	SMKI_01G0080	1374	457	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	37572	38825	+					SMKI01G0090	80916268	SMKI_01G0090	1254		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	37572	38825	+	XM_056226825.1		XP_056080172.1	uncharacterized protein	SMKI01G0090	80916268	SMKI_01G0090	1254	1254	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	37572	38825	+	XP_056080172.1		XM_056226825.1	uncharacterized protein	SMKI01G0090	80916268	SMKI_01G0090	1254	417	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	39302	40450	+					SMKI01G0100	80916269	SMKI_01G0100	1149		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	39302	40450	+	XM_056221364.1		XP_056080173.1	uncharacterized protein	SMKI01G0100	80916269	SMKI_01G0100	1149	1149	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	39302	40450	+	XP_056080173.1		XM_056221364.1	uncharacterized protein	SMKI01G0100	80916269	SMKI_01G0100	1149	382	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	40726	41292	+					SMKI01G0120	80916270	SMKI_01G0120	567		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	40726	41292	+	XM_056221475.1		XP_056080174.1	uncharacterized protein	SMKI01G0120	80916270	SMKI_01G0120	567	567	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	40726	41292	+	XP_056080174.1		XM_056221475.1	uncharacterized protein	SMKI01G0120	80916270	SMKI_01G0120	567	188	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	41615	43120	+					SMKI01G0130	80916271	SMKI_01G0130	1506		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	41615	43120	+	XM_056221586.1		XP_056080175.1	uncharacterized protein	SMKI01G0130	80916271	SMKI_01G0130	1506	1506	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	41615	43120	+	XP_056080175.1		XM_056221586.1	uncharacterized protein	SMKI01G0130	80916271	SMKI_01G0130	1506	501	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	43408	46032	+					SMKI01G0140	80916272	SMKI_01G0140	2625		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	43408	46032	+	XM_056221697.1		XP_056080176.1	uncharacterized protein	SMKI01G0140	80916272	SMKI_01G0140	2625	2625	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	43408	46032	+	XP_056080176.1		XM_056221697.1	uncharacterized protein	SMKI01G0140	80916272	SMKI_01G0140	2625	874	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	46293	46835	+					SMKI01G0150	80916273	SMKI_01G0150	543		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	46293	46835	+	XM_056221808.1		XP_056080177.1	uncharacterized protein	SMKI01G0150	80916273	SMKI_01G0150	543	543	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	46293	46835	+	XP_056080177.1		XM_056221808.1	uncharacterized protein	SMKI01G0150	80916273	SMKI_01G0150	543	180	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	47007	49148	-					SMKI01G0160	80916274	SMKI_01G0160	2142		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	47007	49148	-	XM_056221919.1		XP_056080178.1	uncharacterized protein	SMKI01G0160	80916274	SMKI_01G0160	2142	2142	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	47007	49148	-	XP_056080178.1		XM_056221919.1	uncharacterized protein	SMKI01G0160	80916274	SMKI_01G0160	2142	713	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	50036	52387	+					SMKI01G0170	80916275	SMKI_01G0170	2352		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	50036	52387	+	XM_056222030.1		XP_056080179.1	uncharacterized protein	SMKI01G0170	80916275	SMKI_01G0170	2352	2352	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	50036	52387	+	XP_056080179.1		XM_056222030.1	uncharacterized protein	SMKI01G0170	80916275	SMKI_01G0170	2352	783	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	52701	55841	+					SMKI01G0180	80916276	SMKI_01G0180	3141		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	52701	55841	+	XM_056222141.1		XP_056080180.1	uncharacterized protein	SMKI01G0180	80916276	SMKI_01G0180	3141	3141	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	52701	55841	+	XP_056080180.1		XM_056222141.1	uncharacterized protein	SMKI01G0180	80916276	SMKI_01G0180	3141	1046	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	56000	56740	-					SMKI01G0190	80916277	SMKI_01G0190	741		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	56000	56740	-	XM_056222252.1		XP_056080181.1	uncharacterized protein	SMKI01G0190	80916277	SMKI_01G0190	741	741	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	56000	56740	-	XP_056080181.1		XM_056222252.1	uncharacterized protein	SMKI01G0190	80916277	SMKI_01G0190	741	246	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	56960	58945	-					SMKI01G0200	80916278	SMKI_01G0200	1986		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	56960	58945	-	XM_056222363.1		XP_056080182.1	uncharacterized protein	SMKI01G0200	80916278	SMKI_01G0200	1986	1986	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	56960	58945	-	XP_056080182.1		XM_056222363.1	uncharacterized protein	SMKI01G0200	80916278	SMKI_01G0200	1986	661	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	59134	61017	-					SMKI01G0220	80916279	SMKI_01G0220	1884		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	59134	61017	-	XM_056222475.1		XP_056080183.1	uncharacterized protein	SMKI01G0220	80916279	SMKI_01G0220	1884	1884	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	59134	61017	-	XP_056080183.1		XM_056222475.1	uncharacterized protein	SMKI01G0220	80916279	SMKI_01G0220	1884	627	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	61192	61530	-					SMKI01G0230	80916280	SMKI_01G0230	339		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	61192	61530	-	XM_056222586.1		XP_056080184.1	uncharacterized protein	SMKI01G0230	80916280	SMKI_01G0230	339	339	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	61192	61530	-	XP_056080184.1		XM_056222586.1	uncharacterized protein	SMKI01G0230	80916280	SMKI_01G0230	339	112	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	61681	62013	+					SMKI01G0240	80916281	SMKI_01G0240	333		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	61681	62013	+	XM_056222697.1		XP_056080185.1	uncharacterized protein	SMKI01G0240	80916281	SMKI_01G0240	333	333	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	61681	62013	+	XP_056080185.1		XM_056222697.1	uncharacterized protein	SMKI01G0240	80916281	SMKI_01G0240	333	110	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	62099	62611	-					SMKI01G0250	80916282	SMKI_01G0250	513		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	62099	62611	-	XM_056222808.1		XP_056080186.1	uncharacterized protein	SMKI01G0250	80916282	SMKI_01G0250	513	513	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	62099	62611	-	XP_056080186.1		XM_056222808.1	uncharacterized protein	SMKI01G0250	80916282	SMKI_01G0250	513	170	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	62859	65216	-					SMKI01G0260	80916283	SMKI_01G0260	2358		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	62859	65216	-	XM_056222919.1		XP_056080187.1	uncharacterized protein	SMKI01G0260	80916283	SMKI_01G0260	2358	2358	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	62859	65216	-	XP_056080187.1		XM_056222919.1	uncharacterized protein	SMKI01G0260	80916283	SMKI_01G0260	2358	785	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	65478	66725	+					SMKI01G0270	80916284	SMKI_01G0270	1248		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	65478	66725	+	XM_056223030.1		XP_056080188.1	uncharacterized protein	SMKI01G0270	80916284	SMKI_01G0270	1248	1248	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	65478	66725	+	XP_056080188.1		XM_056223030.1	uncharacterized protein	SMKI01G0270	80916284	SMKI_01G0270	1248	415	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	66998	69562	+					SMKI01G0280	80916285	SMKI_01G0280	2565		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	66998	69562	+	XM_056223141.1		XP_056080189.1	uncharacterized protein	SMKI01G0280	80916285	SMKI_01G0280	2565	2565	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	66998	69562	+	XP_056080189.1		XM_056223141.1	uncharacterized protein	SMKI01G0280	80916285	SMKI_01G0280	2565	854	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	69943	71712	-					SMKI01G0290	80916286	SMKI_01G0290	1770		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	69943	71712	-	XM_056223252.1		XP_056080190.1	uncharacterized protein	SMKI01G0290	80916286	SMKI_01G0290	1770	1770	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	69943	71712	-	XP_056080190.1		XM_056223252.1	uncharacterized protein	SMKI01G0290	80916286	SMKI_01G0290	1770	589	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	72935	73738	-					SMKI01G0300	80916287	SMKI_01G0300	804		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	72935	73738	-	XM_056223363.1		XP_056080191.1	uncharacterized protein	SMKI01G0300	80916287	SMKI_01G0300	804	804	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	72935	73738	-	XP_056080191.1		XM_056223363.1	uncharacterized protein	SMKI01G0300	80916287	SMKI_01G0300	804	267	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	75989	77491	+					SMKI01G0310	80916288	SMKI_01G0310	1503		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	75989	77491	+	XM_056223474.1		XP_056080192.1	uncharacterized protein	SMKI01G0310	80916288	SMKI_01G0310	1503	1503	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	75989	77491	+	XP_056080192.1		XM_056223474.1	uncharacterized protein	SMKI01G0310	80916288	SMKI_01G0310	1503	500	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	79215	80324	-					SMKI01G0330	80916289	SMKI_01G0330	1110		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	79215	80324	-	XM_056223586.1		XP_056080193.1	uncharacterized protein	SMKI01G0330	80916289	SMKI_01G0330	1110	1110	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	79215	80324	-	XP_056080193.1		XM_056223586.1	uncharacterized protein	SMKI01G0330	80916289	SMKI_01G0330	1110	369	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	80593	83559	+					SMKI01G0340	80916290	SMKI_01G0340	2967		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	80593	83559	+	XM_056223697.1		XP_056080194.1	uncharacterized protein	SMKI01G0340	80916290	SMKI_01G0340	2967	2967	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	80593	83559	+	XP_056080194.1		XM_056223697.1	uncharacterized protein	SMKI01G0340	80916290	SMKI_01G0340	2967	988	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	83826	84695	+					SMKI01G0350	80916291	SMKI_01G0350	870		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	83826	84695	+	XM_056223808.1		XP_056080195.1	uncharacterized protein	SMKI01G0350	80916291	SMKI_01G0350	870	870	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	83826	84695	+	XP_056080195.1		XM_056223808.1	uncharacterized protein	SMKI01G0350	80916291	SMKI_01G0350	870	289	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	84834	86060	-					SMKI01G0360	80916292	SMKI_01G0360	1227		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	84834	86060	-	XM_056223919.1		XP_056080196.1	uncharacterized protein	SMKI01G0360	80916292	SMKI_01G0360	1227	1227	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	84834	86060	-	XP_056080196.1		XM_056223919.1	uncharacterized protein	SMKI01G0360	80916292	SMKI_01G0360	1227	408	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	86816	87343	+					SMKI01G0370	80916293	SMKI_01G0370	528		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	86816	87343	+	XM_056224030.1		XP_056080197.1	uncharacterized protein	SMKI01G0370	80916293	SMKI_01G0370	528	528	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	86816	87343	+	XP_056080197.1		XM_056224030.1	uncharacterized protein	SMKI01G0370	80916293	SMKI_01G0370	528	175	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	87425	88573	-					SMKI01G0380	80916294	SMKI_01G0380	1149		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	87425	88573	-	XM_056224141.1		XP_056080198.1	uncharacterized protein	SMKI01G0380	80916294	SMKI_01G0380	1149	1149	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	87425	88573	-	XP_056080198.1		XM_056224141.1	uncharacterized protein	SMKI01G0380	80916294	SMKI_01G0380	1149	382	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	88832	91114	-					SMKI01G0390	80916295	SMKI_01G0390	2283		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	88832	91114	-	XM_056224252.1		XP_056080199.1	uncharacterized protein	SMKI01G0390	80916295	SMKI_01G0390	2283	2283	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	88832	91114	-	XP_056080199.1		XM_056224252.1	uncharacterized protein	SMKI01G0390	80916295	SMKI_01G0390	2283	760	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	91368	91835	+					SMKI01G0400	80916296	SMKI_01G0400	468		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	91368	91835	+	XM_056224363.1		XP_056080200.1	uncharacterized protein	SMKI01G0400	80916296	SMKI_01G0400	354	354	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	91368	91835	+	XP_056080200.1		XM_056224363.1	uncharacterized protein	SMKI01G0400	80916296	SMKI_01G0400	354	117	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	91976	96385	-					SMKI01G0410	80916297	SMKI_01G0410	4410		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	91976	96385	-	XM_056224474.1		XP_056080201.1	uncharacterized protein	SMKI01G0410	80916297	SMKI_01G0410	4410	4410	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	91976	96385	-	XP_056080201.1		XM_056224474.1	uncharacterized protein	SMKI01G0410	80916297	SMKI_01G0410	4410	1469	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	97025	98632	+					SMKI01G0420	80916298	SMKI_01G0420	1608		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	97025	98632	+	XM_056224585.1		XP_056080202.1	uncharacterized protein	SMKI01G0420	80916298	SMKI_01G0420	1608	1608	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	97025	98632	+	XP_056080202.1		XM_056224585.1	uncharacterized protein	SMKI01G0420	80916298	SMKI_01G0420	1608	535	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	98846	99643	+					SMKI01G0430	80916299	SMKI_01G0430	798		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	98846	99643	+	XM_056224697.1		XP_056080203.1	uncharacterized protein	SMKI01G0430	80916299	SMKI_01G0430	798	798	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	98846	99643	+	XP_056080203.1		XM_056224697.1	uncharacterized protein	SMKI01G0430	80916299	SMKI_01G0430	798	265	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	99774	103841	-					SMKI01G0440	80916300	SMKI_01G0440	4068		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	99774	103841	-	XM_056224808.1		XP_056080204.1	uncharacterized protein	SMKI01G0440	80916300	SMKI_01G0440	4068	4068	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	99774	103841	-	XP_056080204.1		XM_056224808.1	uncharacterized protein	SMKI01G0440	80916300	SMKI_01G0440	4068	1355	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	104348	105271	-					SMKI01G0450	80916301	SMKI_01G0450	924		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	104348	105271	-	XM_056224919.1		XP_056080205.1	uncharacterized protein	SMKI01G0450	80916301	SMKI_01G0450	924	924	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	104348	105271	-	XP_056080205.1		XM_056224919.1	uncharacterized protein	SMKI01G0450	80916301	SMKI_01G0450	924	307	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	105662	109990	-					SMKI01G0460	80916302	SMKI_01G0460	4329		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	105662	109990	-	XM_056225030.1		XP_056080206.1	uncharacterized protein	SMKI01G0460	80916302	SMKI_01G0460	4329	4329	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	105662	109990	-	XP_056080206.1		XM_056225030.1	uncharacterized protein	SMKI01G0460	80916302	SMKI_01G0460	4329	1442	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	110382	112661	-					SMKI01G0470	80916303	SMKI_01G0470	2280		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	110382	112661	-	XM_056225141.1		XP_056080207.1	uncharacterized protein	SMKI01G0470	80916303	SMKI_01G0470	2280	2280	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	110382	112661	-	XP_056080207.1		XM_056225141.1	uncharacterized protein	SMKI01G0470	80916303	SMKI_01G0470	2280	759	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	112976	114529	-					SMKI01G0480	80916304	SMKI_01G0480	1554		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	112976	114529	-	XM_056225252.1		XP_056080208.1	uncharacterized protein	SMKI01G0480	80916304	SMKI_01G0480	1554	1554	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	112976	114529	-	XP_056080208.1		XM_056225252.1	uncharacterized protein	SMKI01G0480	80916304	SMKI_01G0480	1554	517	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	114938	117457	-					SMKI01G0490	80916305	SMKI_01G0490	2520		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	114938	117457	-	XM_056225363.1		XP_056080209.1	uncharacterized protein	SMKI01G0490	80916305	SMKI_01G0490	2520	2520	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	114938	117457	-	XP_056080209.1		XM_056225363.1	uncharacterized protein	SMKI01G0490	80916305	SMKI_01G0490	2520	839	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	117722	118720	-					SMKI01G0500	80916306	SMKI_01G0500	999		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	117722	118720	-	XM_056225474.1		XP_056080210.1	uncharacterized protein	SMKI01G0500	80916306	SMKI_01G0500	999	999	partial
CDS	with_protein	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	117722	118720	-	XP_056080210.1		XM_056225474.1	uncharacterized protein	SMKI01G0500	80916306	SMKI_01G0500	999	332	
gene	protein_coding	GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	119035	122409	+					SMKI01G0520	80916307	SMKI_01G0520	3375		partial
mRNA		GCF_947241705.1	Primary Assembly	chromosome	1	NC_079256.1	119035	122409	+	XM_056225585.1		XP_056080211.1	uncharacterized protein	SMKI01G0520	80916307	SMKI_01G0520	3375	3375	partial
