# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	6222	8672	+	WP_012784100.1	WP_012784100.1		DNA gyrase subunit A	gyrA		AFER_RS00025	2451	816	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	8772	9707	+							AFER_RS00030	936		old_locus_tag=Afer_0007
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	8772	9707	+	WP_143711878.1	WP_143711878.1		hypothetical protein			AFER_RS00030	936	311	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	9712	11214	+					tadA		AFER_RS00035	1503		old_locus_tag=Afer_0008
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	9712	11214	+	WP_012784102.1	WP_012784102.1		Flp pilus assembly complex ATPase component TadA	tadA		AFER_RS00035	1503	500	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	11311	11580	+							AFER_RS00040	270		old_locus_tag=Afer_0009
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	11311	11580	+	WP_012784103.1	WP_012784103.1		hypothetical protein			AFER_RS00040	270	89	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	11586	11957	+							AFER_RS00045	372		old_locus_tag=Afer_0010
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	11586	11957	+	WP_012784104.1	WP_012784104.1		hypothetical protein			AFER_RS00045	372	123	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	11954	12382	+							AFER_RS00050	429		old_locus_tag=Afer_0011
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	11954	12382	+	WP_171788921.1	WP_171788921.1		hypothetical protein			AFER_RS00050	429	142	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	12379	12861	+							AFER_RS00055	483		old_locus_tag=Afer_0012
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	12379	12861	+	WP_012784106.1	WP_012784106.1		hypothetical protein			AFER_RS00055	483	160	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	12858	14492	+							AFER_RS00060	1635		old_locus_tag=Afer_0013
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	12858	14492	+	WP_012784107.1	WP_012784107.1		hypothetical protein			AFER_RS00060	1635	544	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	14489	14986	+							AFER_RS00065	498		old_locus_tag=Afer_0014
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	14489	14986	+	WP_143711879.1	WP_143711879.1		hypothetical protein			AFER_RS00065	498	165	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	14983	15468	+							AFER_RS00070	486		old_locus_tag=Afer_0015
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	14983	15468	+	WP_012784109.1	WP_012784109.1		hypothetical protein			AFER_RS00070	486	161	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	15525	16175	+							AFER_RS00075	651		old_locus_tag=Afer_0016
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	15525	16175	+	WP_012784110.1	WP_012784110.1		hypothetical protein			AFER_RS00075	651	216	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	16178	16954	+							AFER_RS00080	777		old_locus_tag=Afer_0017
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	16178	16954	+	WP_012784111.1	WP_012784111.1		hypothetical protein			AFER_RS00080	777	258	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	16951	17850	+							AFER_RS10590	900		old_locus_tag=Afer_0018
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	16951	17850	+	WP_012784112.1	WP_012784112.1		hypothetical protein			AFER_RS10590	900	299	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	17862	18785	+							AFER_RS00095	924		old_locus_tag=Afer_0019
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	17862	18785	+	WP_012784113.1	WP_012784113.1		hypothetical protein			AFER_RS00095	924	307	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	18791	20350	-							AFER_RS00100	1560		old_locus_tag=Afer_0020
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	18791	20350	-	WP_171788922.1	WP_171788922.1		hypothetical protein			AFER_RS00100	1560	519	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	20651	22321	+							AFER_RS00105	1671		old_locus_tag=Afer_0021
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	20651	22321	+	WP_049755149.1	WP_049755149.1		glycosyltransferase family 2 protein			AFER_RS00105	1671	556	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	22243	23706	+							AFER_RS10595	1464		old_locus_tag=Afer_0022
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	22243	23706	+	WP_143711880.1	WP_143711880.1		EAL domain-containing protein			AFER_RS10595	1464	487	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	23703	25091	-							AFER_RS00110	1389		old_locus_tag=Afer_0023
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	23703	25091	-	WP_012784117.1	WP_012784117.1		CCA tRNA nucleotidyltransferase			AFER_RS00110	1389	462	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	25103	26134	-							AFER_RS00115	1032		old_locus_tag=Afer_0024
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	25103	26134	-	WP_012784118.1	WP_012784118.1		histone deacetylase			AFER_RS00115	1032	343	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	26239	26946	+							AFER_RS10600	708		old_locus_tag=Afer_0025
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	26239	26946	+	WP_012784119.1	WP_012784119.1		GNAT family N-acetyltransferase			AFER_RS10600	708	235	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	26927	28705	+							AFER_RS00125	1779		old_locus_tag=Afer_0026
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	26927	28705	+	WP_012784120.1	WP_012784120.1		hypothetical protein			AFER_RS00125	1779	592	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	28705	30312	+					murJ		AFER_RS00130	1608		old_locus_tag=Afer_0027
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	28705	30312	+	WP_012784121.1	WP_012784121.1		murein biosynthesis integral membrane protein MurJ	murJ		AFER_RS00130	1608	535	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	30309	31151	+							AFER_RS00135	843		old_locus_tag=Afer_0028
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	30309	31151	+	WP_012784122.1	WP_012784122.1		DegV family protein			AFER_RS00135	843	280	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	31219	31545	+							AFER_RS11850	327		old_locus_tag=Afer_0029
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	31219	31545	+	WP_012784123.1	WP_012784123.1		hypothetical protein			AFER_RS11850	327	108	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	31574	32536	+					trxB		AFER_RS00145	963		old_locus_tag=Afer_0030
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	31574	32536	+	WP_012784124.1	WP_012784124.1		thioredoxin-disulfide reductase	trxB		AFER_RS00145	963	320	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	32599	32931	+					trxA		AFER_RS00150	333		old_locus_tag=Afer_0031
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	32599	32931	+	WP_012784125.1	WP_012784125.1		thioredoxin	trxA		AFER_RS00150	333	110	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	32949	33920	+							AFER_RS10605	972		old_locus_tag=Afer_0032
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	32949	33920	+	WP_012784126.1	WP_012784126.1		peptidoglycan-binding protein			AFER_RS10605	972	323	
gene	tRNA	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	34016	34089	+							AFER_RS00160	74		old_locus_tag=Afer_R0001
tRNA		GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	34016	34089	+				tRNA-Ile			AFER_RS00160	74		anticodon=GAT
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	34708	35217	+							AFER_RS00165	510		old_locus_tag=Afer_0033
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	34708	35217	+	WP_012784127.1	WP_012784127.1		helix-turn-helix domain-containing protein			AFER_RS00165	510	169	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	35214	35567	+							AFER_RS00170	354		old_locus_tag=Afer_0034
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	35214	35567	+	WP_012784128.1	WP_012784128.1		DUF86 domain-containing protein			AFER_RS00170	354	117	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	35856	36818	-							AFER_RS00175	963		old_locus_tag=Afer_0035
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	35856	36818	-	WP_012784129.1	WP_012784129.1		proline iminopeptidase-family hydrolase			AFER_RS00175	963	320	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	36917	38089	+							AFER_RS00180	1173		old_locus_tag=Afer_0036
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	36917	38089	+	WP_012784130.1	WP_012784130.1		MFS transporter			AFER_RS00180	1173	390	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	38103	39182	-							AFER_RS00185	1080		old_locus_tag=Afer_0037
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	38103	39182	-	WP_012784131.1	WP_012784131.1		inositol-3-phosphate synthase			AFER_RS00185	1080	359	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	39269	39862	-							AFER_RS10610	594		old_locus_tag=Afer_0038
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	39269	39862	-	WP_012784132.1	WP_012784132.1		PadR family transcriptional regulator			AFER_RS10610	594	197	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	39960	40349	+							AFER_RS10615	390		old_locus_tag=Afer_0039
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	39960	40349	+	WP_012784133.1	WP_012784133.1		DUF5318 family protein			AFER_RS10615	390	129	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	40444	41328	+					panB		AFER_RS00205	885		old_locus_tag=Afer_0040
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	40444	41328	+	WP_049755508.1	WP_049755508.1		3-methyl-2-oxobutanoate hydroxymethyltransferase	panB		AFER_RS00205	885	294	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	41325	43082	-					dnaB		AFER_RS00210	1758		old_locus_tag=Afer_0041
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	41325	43082	-	WP_012784135.1	WP_012784135.1		replicative DNA helicase	dnaB		AFER_RS00210	1758	585	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	43096	43548	-					rplI		AFER_RS00215	453		old_locus_tag=Afer_0042
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	43096	43548	-	WP_012784136.1	WP_012784136.1		50S ribosomal protein L9	rplI		AFER_RS00215	453	150	
gene	pseudogene	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	43695	43952	-					rpsR		AFER_RS12590	258		partial;pseudo
CDS	without_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	43695	43952	-				30S ribosomal protein S18	rpsR		AFER_RS12590	258		partial;pseudo
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	43956	44402	-					ssb		AFER_RS00225	447		old_locus_tag=Afer_0044
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	43956	44402	-	WP_012784138.1	WP_012784138.1		single-stranded DNA-binding protein	ssb		AFER_RS00225	447	148	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	44430	44768	-					rpsF		AFER_RS00230	339		old_locus_tag=Afer_0045
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	44430	44768	-	WP_012784139.1	WP_012784139.1		30S ribosomal protein S6	rpsF		AFER_RS00230	339	112	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	44852	45481	-							AFER_RS00235	630		old_locus_tag=Afer_0046
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	44852	45481	-	WP_012784140.1	WP_012784140.1		hypothetical protein			AFER_RS00235	630	209	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	45648	46052	+							AFER_RS00240	405		old_locus_tag=Afer_0047
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	45648	46052	+	WP_012784141.1	WP_012784141.1		hypothetical protein			AFER_RS00240	405	134	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	46070	46750	+							AFER_RS00245	681		old_locus_tag=Afer_0048
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	46070	46750	+	WP_143711881.1	WP_143711881.1		hypothetical protein			AFER_RS00245	681	226	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	46722	47768	-							AFER_RS00250	1047		old_locus_tag=Afer_0049
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	46722	47768	-	WP_012784143.1	WP_012784143.1		hypothetical protein			AFER_RS00250	1047	348	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	47828	48529	+							AFER_RS10620	702		old_locus_tag=Afer_0050
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	47828	48529	+	WP_049755154.1	WP_049755154.1		hypothetical protein			AFER_RS10620	702	233	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	48548	50578	-							AFER_RS00260	2031		old_locus_tag=Afer_0051
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	48548	50578	-	WP_012784145.1	WP_012784145.1		(Fe-S)-binding protein			AFER_RS00260	2031	676	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	50613	51218	-					dcd		AFER_RS00265	606		old_locus_tag=Afer_0052
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	50613	51218	-	WP_012784146.1	WP_012784146.1		dCTP deaminase	dcd		AFER_RS00265	606	201	
gene	tRNA	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	51268	51341	+							AFER_RS00270	74		old_locus_tag=Afer_R0002
tRNA		GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	51268	51341	+				tRNA-Gly			AFER_RS00270	74		anticodon=CCC
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	51940	52353	-							AFER_RS12595	414		
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	51940	52353	-	WP_245526010.1	WP_245526010.1		site-specific integrase			AFER_RS12595	414	137	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	53466	54029	-							AFER_RS00280	564		old_locus_tag=Afer_0055
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	53466	54029	-	WP_012784147.1	WP_012784147.1		DUF6036 family nucleotidyltransferase			AFER_RS00280	564	187	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	54022	54483	-							AFER_RS10625	462		old_locus_tag=Afer_0056
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	54022	54483	-	WP_049755156.1	WP_049755156.1		hypothetical protein			AFER_RS10625	462	153	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	54508	54633	-							AFER_RS11855	126		
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	54508	54633	-	WP_143711883.1	WP_143711883.1		helix-turn-helix domain-containing protein			AFER_RS11855	126	41	
gene	pseudogene	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	54687	54842	+							AFER_RS12600	156		partial;pseudo;old_locus_tag=Afer_0058
CDS	without_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	54687	54842	+				transposase			AFER_RS12600	156		partial;pseudo
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	55114	55506	-							AFER_RS00295	393		old_locus_tag=Afer_0059
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	55114	55506	-	WP_012784149.1	WP_012784149.1		hypothetical protein			AFER_RS00295	393	130	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	55510	55656	-							AFER_RS12150	147		old_locus_tag=Afer_0060
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	55510	55656	-	WP_012784150.1	WP_012784150.1		hypothetical protein			AFER_RS12150	147	48	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	55932	56504	+							AFER_RS00300	573		old_locus_tag=Afer_0061
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	55932	56504	+	WP_049755159.1	WP_049755159.1		TetR/AcrR family transcriptional regulator			AFER_RS00300	573	190	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	56594	57106	+							AFER_RS00305	513		old_locus_tag=Afer_0062
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	56594	57106	+	WP_041661590.1	WP_041661590.1		hypothetical protein			AFER_RS00305	513	170	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	57262	57585	-							AFER_RS12155	324		old_locus_tag=Afer_0063
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	57262	57585	-	WP_012784153.1	WP_012784153.1		UTRA domain-containing protein			AFER_RS12155	324	107	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	58069	58872	-							AFER_RS00315	804		old_locus_tag=Afer_0064
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	58069	58872	-	WP_012784154.1	WP_012784154.1		hypothetical protein			AFER_RS00315	804	267	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	59143	60279	-							AFER_RS00320	1137		old_locus_tag=Afer_0065
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	59143	60279	-	WP_012784155.1	WP_012784155.1		glycoside hydrolase family 5 protein			AFER_RS00320	1137	378	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	60502	60822	+							AFER_RS00325	321		old_locus_tag=Afer_0067
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	60502	60822	+	WP_012784157.1	WP_012784157.1		transposase			AFER_RS00325	321	106	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	60822	61691	+							AFER_RS00330	870		old_locus_tag=Afer_0068
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	60822	61691	+	WP_012784158.1	WP_012784158.1		IS3 family transposase			AFER_RS00330	870	289	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	61634	63103	-							AFER_RS00335	1470		old_locus_tag=Afer_0069
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	61634	63103	-	WP_012784159.1	WP_012784159.1		glycosyltransferase family 39 protein			AFER_RS00335	1470	489	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	63106	64242	-							AFER_RS00340	1137		old_locus_tag=Afer_0070
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	63106	64242	-	WP_171788923.1	WP_171788923.1		glycosyltransferase family 2 protein			AFER_RS00340	1137	378	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	66568	68322	+							AFER_RS10635	1755		old_locus_tag=Afer_0071
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	66568	68322	+	WP_245526043.1	WP_245526043.1		Ig-like domain-containing protein			AFER_RS10635	1755	584	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	68951	72292	+							AFER_RS00355	3342		old_locus_tag=Afer_0072
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	68951	72292	+	WP_041661592.1	WP_041661592.1		AAA family ATPase			AFER_RS00355	3342	1113	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	72610	73662	+							AFER_RS00360	1053		old_locus_tag=Afer_0073
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	72610	73662	+	WP_041661593.1	WP_041661593.1		class D sortase			AFER_RS00360	1053	350	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	74290	75141	-							AFER_RS00365	852		old_locus_tag=Afer_0074
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	74290	75141	-	WP_012784164.1	WP_012784164.1		patatin-like phospholipase family protein			AFER_RS00365	852	283	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	75157	75684	-							AFER_RS10640	528		old_locus_tag=Afer_0075
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	75157	75684	-	WP_012784165.1	WP_012784165.1		MarR family transcriptional regulator			AFER_RS10640	528	175	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	75804	77180	+							AFER_RS00375	1377		old_locus_tag=Afer_0076
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	75804	77180	+	WP_012784166.1	WP_012784166.1		pyridoxal-dependent decarboxylase			AFER_RS00375	1377	458	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	77186	77593	+							AFER_RS00380	408		old_locus_tag=Afer_0077
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	77186	77593	+	WP_049755163.1	WP_049755163.1		HIT domain-containing protein			AFER_RS00380	408	135	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	77770	78975	-							AFER_RS00385	1206		old_locus_tag=Afer_0078
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	77770	78975	-	WP_012784168.1	WP_012784168.1		NAD(P)/FAD-dependent oxidoreductase			AFER_RS00385	1206	401	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	79073	79510	-							AFER_RS00390	438		old_locus_tag=Afer_0079
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	79073	79510	-	WP_012784169.1	WP_012784169.1		CoA-binding protein			AFER_RS00390	438	145	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	79510	80421	-							AFER_RS00395	912		old_locus_tag=Afer_0080
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	79510	80421	-	WP_012784170.1	WP_012784170.1		2-hydroxyacid dehydrogenase			AFER_RS00395	912	303	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	81088	83178	-							AFER_RS00400	2091		old_locus_tag=Afer_0081
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	81088	83178	-	WP_012784171.1	WP_012784171.1		S53 family peptidase			AFER_RS00400	2091	696	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	83357	84634	-							AFER_RS00405	1278		old_locus_tag=Afer_0082
CDS	with_protein	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	83357	84634	-	WP_012784172.1	WP_012784172.1		ATP phosphoribosyltransferase regulatory subunit			AFER_RS00405	1278	425	
gene	protein_coding	GCF_000023265.1	Primary Assembly	chromosome		NC_013124.1	84769	85296	+							AFER_RS11865	528		old_locus_tag=Afer_0083
