# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	10857	11564	+							ELR47_RS00060	708		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	10857	11564	+	WP_130648031.1	WP_130648031.1		response regulator transcription factor			ELR47_RS00060	708	235	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	11739	12713	-							ELR47_RS00065	975		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	11739	12713	-	WP_130648032.1	WP_130648032.1		GNAT family N-acetyltransferase			ELR47_RS00065	975	324	
gene	tRNA	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	12888	12960	+							ELR47_RS00070	73		
tRNA		GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	12888	12960	+				tRNA-Lys			ELR47_RS00070	73		anticodon=TTT
gene	tRNA	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	12977	13051	+							ELR47_RS00075	75		
tRNA		GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	12977	13051	+				tRNA-Asp			ELR47_RS00075	75		anticodon=GTC
gene	tRNA	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	13145	13220	+							ELR47_RS00080	76		
tRNA		GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	13145	13220	+				tRNA-Phe			ELR47_RS00080	76		anticodon=GAA
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	13359	14459	+							ELR47_RS00085	1101		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	13359	14459	+	WP_165403731.1	WP_165403731.1		tyrosine-type recombinase/integrase			ELR47_RS00085	1101	366	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	14489	15151	+							ELR47_RS00090	663		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	14489	15151	+	WP_130648034.1	WP_130648034.1		RHS repeat protein			ELR47_RS00090	663	220	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	15175	15816	+							ELR47_RS00095	642		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	15175	15816	+	WP_130648035.1	WP_130648035.1		hypothetical protein			ELR47_RS00095	642	213	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	15823	16977	-							ELR47_RS00100	1155		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	15823	16977	-	WP_240730372.1	WP_240730372.1		ISL3 family transposase			ELR47_RS00100	1155	384	
gene	pseudogene	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	17016	18152	-							ELR47_RS00105	1137		pseudo
CDS	without_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	17016	18152	-				IS3 family transposase			ELR47_RS00105	1137		pseudo
gene	pseudogene	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	18362	18626	-							ELR47_RS18760	265		partial;pseudo
CDS	without_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	18362	18626	-				IS21 family transposase			ELR47_RS18760	265		partial;pseudo
gene	pseudogene	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	18882	19157	+							ELR47_RS00110	276		partial;pseudo
CDS	without_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	18882	19157	+				ATP-binding protein			ELR47_RS00110	276		partial;pseudo
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	19490	20635	-							ELR47_RS00115	1146		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	19490	20635	-	WP_205745362.1	WP_205745362.1		CoA transferase			ELR47_RS00115	1146	381	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	20799	21401	+							ELR47_RS00120	603		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	20799	21401	+	WP_130648038.1	WP_130648038.1		carboxymuconolactone decarboxylase family protein			ELR47_RS00120	603	200	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	21950	23107	+							ELR47_RS00125	1158		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	21950	23107	+	WP_165403734.1	WP_165403734.1		MFS transporter			ELR47_RS00125	1158	385	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	23190	23936	+							ELR47_RS00130	747		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	23190	23936	+	WP_205745363.1	WP_205745363.1		PIG-L family deacetylase			ELR47_RS00130	747	248	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	23956	24654	+							ELR47_RS00135	699		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	23956	24654	+	WP_130648040.1	WP_130648040.1		4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase			ELR47_RS00135	699	232	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	24651	25595	+							ELR47_RS00140	945		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	24651	25595	+	WP_130648041.1	WP_130648041.1		Gfo/Idh/MocA family oxidoreductase			ELR47_RS00140	945	314	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	25585	26463	-							ELR47_RS00145	879		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	25585	26463	-	WP_130648042.1	WP_130648042.1		amidohydrolase family protein			ELR47_RS00145	879	292	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	26580	27389	+							ELR47_RS00150	810		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	26580	27389	+	WP_130648043.1	WP_130648043.1		alpha/beta hydrolase			ELR47_RS00150	810	269	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	27527	29026	-							ELR47_RS00155	1500		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	27527	29026	-	WP_165403735.1	WP_165403735.1		tripartite tricarboxylate transporter permease			ELR47_RS00155	1500	499	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	29089	29670	-							ELR47_RS00160	582		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	29089	29670	-	WP_130648045.1	WP_130648045.1		hypothetical protein			ELR47_RS00160	582	193	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	29850	31013	-							ELR47_RS00165	1164		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	29850	31013	-	WP_130648046.1	WP_130648046.1		hypothetical protein			ELR47_RS00165	1164	387	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	31283	32467	-							ELR47_RS00170	1185		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	31283	32467	-	WP_130648047.1	WP_130648047.1		MFS transporter			ELR47_RS00170	1185	394	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	32538	33374	-							ELR47_RS00175	837		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	32538	33374	-	WP_165403736.1	WP_165403736.1		SDR family NAD(P)-dependent oxidoreductase			ELR47_RS00175	837	278	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	33438	33728	-							ELR47_RS00180	291		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	33438	33728	-	WP_130648049.1	WP_130648049.1		hypothetical protein			ELR47_RS00180	291	96	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	33790	34779	-							ELR47_RS00185	990		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	33790	34779	-	WP_130648050.1	WP_130648050.1		ABC transporter substrate-binding protein			ELR47_RS00185	990	329	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	34821	35480	-							ELR47_RS00190	660		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	34821	35480	-	WP_130648051.1	WP_130648051.1		4-hydroxy-4-methyl-2-oxoglutarate aldolase			ELR47_RS00190	660	219	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	35545	36207	-							ELR47_RS00195	663		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	35545	36207	-	WP_130648052.1	WP_130648052.1		RraA family protein			ELR47_RS00195	663	220	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	36204	37172	-							ELR47_RS00200	969		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	36204	37172	-	WP_130648053.1	WP_130648053.1		extradiol ring-cleavage dioxygenase			ELR47_RS00200	969	322	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	37231	37620	-							ELR47_RS00205	390		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	37231	37620	-	WP_130648054.1	WP_130648054.1		RidA family protein			ELR47_RS00205	390	129	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	37823	38500	+							ELR47_RS00210	678		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	37823	38500	+	WP_130648055.1	WP_130648055.1		nitroreductase family protein			ELR47_RS00210	678	225	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	38506	39306	+							ELR47_RS00215	801		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	38506	39306	+	WP_130648056.1	WP_130648056.1		sulfite exporter TauE/SafE family protein			ELR47_RS00215	801	266	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	39466	40479	+							ELR47_RS00220	1014		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	39466	40479	+	WP_130648057.1	WP_130648057.1		amidohydrolase			ELR47_RS00220	1014	337	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	40594	41763	-							ELR47_RS00225	1170		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	40594	41763	-	WP_165403737.1	WP_165403737.1		MFS transporter			ELR47_RS00225	1170	389	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	41930	43537	+							ELR47_RS00230	1608		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	41930	43537	+	WP_130648059.1	WP_130648059.1		FAD-dependent monooxygenase			ELR47_RS00230	1608	535	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	43534	44472	+							ELR47_RS00235	939		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	43534	44472	+	WP_165403738.1	WP_165403738.1		NAD(P)-dependent oxidoreductase			ELR47_RS00235	939	312	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	44491	45189	-							ELR47_RS00240	699		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	44491	45189	-	WP_130648061.1	WP_130648061.1		class II aldolase/adducin family protein			ELR47_RS00240	699	232	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	45271	46824	-							ELR47_RS00245	1554		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	45271	46824	-	WP_130648062.1	WP_130648062.1		tripartite tricarboxylate transporter permease			ELR47_RS00245	1554	517	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	46827	47414	-							ELR47_RS00250	588		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	46827	47414	-	WP_130648063.1	WP_130648063.1		hypothetical protein			ELR47_RS00250	588	195	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	47610	48848	-							ELR47_RS00255	1239		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	47610	48848	-	WP_130648064.1	WP_130648064.1		hypothetical protein			ELR47_RS00255	1239	412	
gene	pseudogene	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	49328	49444	-							ELR47_RS18765	117		partial;pseudo
CDS	without_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	49328	49444	-				ATP-binding protein			ELR47_RS18765	117		partial;pseudo
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	49500	49814	+							ELR47_RS00265	315		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	49500	49814	+	WP_130648066.1	WP_130648066.1		transposase			ELR47_RS00265	315	104	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	49811	50833	+							ELR47_RS00270	1023		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	49811	50833	+	WP_165403739.1	WP_165403739.1		IS3 family transposase			ELR47_RS00270	1023	340	
gene	pseudogene	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	50793	51988	-							ELR47_RS00275	1196		partial;pseudo
CDS	without_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	50793	51988	-				IS3 family transposase			ELR47_RS00275	1196		partial;pseudo
gene	pseudogene	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	52044	52666	-							ELR47_RS18770	623		partial;pseudo
CDS	without_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	52044	52666	-				transposase			ELR47_RS18770	623		partial;pseudo
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	52854	53132	-							ELR47_RS00290	279		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	52854	53132	-	WP_130648070.1	WP_130648070.1		hypothetical protein			ELR47_RS00290	279	92	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	53201	53710	-							ELR47_RS00295	510		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	53201	53710	-	WP_205745364.1	WP_205745364.1		3-phenylpropionate/cinnamic acid dioxygenase subunit beta			ELR47_RS00295	510	169	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	53743	54003	-							ELR47_RS00300	261		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	53743	54003	-	WP_130648072.1	WP_130648072.1		hypothetical protein			ELR47_RS00300	261	86	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	54064	55452	-							ELR47_RS00305	1389		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	54064	55452	-	WP_165403740.1	WP_165403740.1		Rieske 2Fe-2S domain-containing protein			ELR47_RS00305	1389	462	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	55743	56972	+							ELR47_RS00310	1230		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	55743	56972	+	WP_130648074.1	WP_130648074.1		MFS transporter			ELR47_RS00310	1230	409	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	57001	57738	-							ELR47_RS00315	738		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	57001	57738	-	WP_165403741.1	WP_165403741.1		class II aldolase/adducin family protein			ELR47_RS00315	738	245	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	57785	58972	-							ELR47_RS00320	1188		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	57785	58972	-	WP_130648076.1	WP_130648076.1		Gfo/Idh/MocA family oxidoreductase			ELR47_RS00320	1188	395	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	58965	61124	-							ELR47_RS00325	2160		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	58965	61124	-	WP_130648077.1	WP_130648077.1		xanthine dehydrogenase family protein molybdopterin-binding subunit			ELR47_RS00325	2160	719	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	61121	61993	-							ELR47_RS00330	873		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	61121	61993	-	WP_130648078.1	WP_130648078.1		FAD binding domain-containing protein			ELR47_RS00330	873	290	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	61984	62418	-							ELR47_RS00335	435		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	61984	62418	-	WP_130648079.1	WP_130648079.1		2Fe-2S iron-sulfur cluster-binding protein			ELR47_RS00335	435	144	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	62442	63368	-							ELR47_RS00340	927		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	62442	63368	-	WP_205745365.1	WP_205745365.1		hypothetical protein			ELR47_RS00340	927	308	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	63386	64159	-							ELR47_RS00345	774		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	63386	64159	-	WP_130648080.1	WP_130648080.1		FadR family transcriptional regulator			ELR47_RS00345	774	257	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	64740	65513	-							ELR47_RS00350	774		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	64740	65513	-	WP_130648081.1	WP_130648081.1		FadR family transcriptional regulator			ELR47_RS00350	774	257	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	65727	66935	+							ELR47_RS00355	1209		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	65727	66935	+	WP_130648082.1	WP_130648082.1		MFS transporter			ELR47_RS00355	1209	402	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	66947	67993	-							ELR47_RS00360	1047		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	66947	67993	-	WP_130648083.1	WP_130648083.1		Gfo/Idh/MocA family oxidoreductase			ELR47_RS00360	1047	348	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	68045	68593	-							ELR47_RS00365	549		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	68045	68593	-	WP_130648084.1	WP_130648084.1		hypothetical protein			ELR47_RS00365	549	182	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	68637	70103	-							ELR47_RS00370	1467		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	68637	70103	-	WP_130648085.1	WP_130648085.1		tripartite tricarboxylate transporter permease			ELR47_RS00370	1467	488	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	70271	71461	-							ELR47_RS00375	1191		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	70271	71461	-	WP_165403742.1	WP_165403742.1		hypothetical protein			ELR47_RS00375	1191	396	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	71526	72584	-							ELR47_RS00380	1059		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	71526	72584	-	WP_130648087.1	WP_130648087.1		aldo/keto reductase			ELR47_RS00380	1059	352	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	72652	73986	-							ELR47_RS00385	1335		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	72652	73986	-	WP_130648088.1	WP_130648088.1		Rieske 2Fe-2S domain-containing protein			ELR47_RS00385	1335	444	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	74030	74455	-							ELR47_RS00390	426		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	74030	74455	-	WP_130648089.1	WP_130648089.1		hypothetical protein			ELR47_RS00390	426	141	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	74506	75846	-							ELR47_RS00395	1341		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	74506	75846	-	WP_130648090.1	WP_130648090.1		Rieske 2Fe-2S domain-containing protein			ELR47_RS00395	1341	446	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	75948	77171	-							ELR47_RS00400	1224		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	75948	77171	-	WP_165403743.1	WP_165403743.1		MFS transporter			ELR47_RS00400	1224	407	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	77381	78292	+							ELR47_RS00405	912		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	77381	78292	+	WP_130648092.1	WP_130648092.1		aldo/keto reductase			ELR47_RS00405	912	303	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	78343	81210	+							ELR47_RS00410	2868		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	78343	81210	+	WP_130648093.1	WP_130648093.1		FAD-binding oxidoreductase			ELR47_RS00410	2868	955	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	81222	81656	-							ELR47_RS00415	435		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	81222	81656	-	WP_130648094.1	WP_130648094.1		universal stress protein			ELR47_RS00415	435	144	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	81751	81933	-							ELR47_RS00420	183		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	81751	81933	-	WP_130648095.1	WP_130648095.1		DUF4177 domain-containing protein			ELR47_RS00420	183	60	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	82019	83110	-							ELR47_RS00425	1092		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	82019	83110	-	WP_130648096.1	WP_130648096.1		zinc-binding dehydrogenase			ELR47_RS00425	1092	363	
gene	protein_coding	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	83104	84378	-							ELR47_RS00430	1275		
CDS	with_protein	GCF_004300825.1	Primary Assembly	chromosome		NZ_CP036250.1	83104	84378	-	WP_130648097.1	WP_130648097.1		Rieske 2Fe-2S domain-containing protein			ELR47_RS00430	1275	424	
